rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
90,Justin Faulk,32,STL,D,7,1,2,3,3,8,1,0,0,0,1,1,0,12,8.3,166,23:43,13,19,0,0,,2025-05-07
91,Kevin Fiala,28,LAK,LW,6,3,4,7,0,2,1,2,0,0,2,2,0,25,12.0,131,21:53,5,20,0,0,,2025-05-07
92,Haydn Fleury,28,WPG,D,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,46,23:00,2,5,0,0,,2025-05-07
93,Warren Foegele,28,LAK,LW,6,1,2,3,1,0,1,0,0,0,1,1,0,25,4.0,112,18:41,5,19,2,3,40.0,2025-05-07
94,Marcus Foligno,33,MIN,LW,6,3,1,4,4,6,2,0,1,0,1,0,0,10,30.0,96,16:04,3,42,1,4,20.0,2025-05-07
95,Gustav Forsling,28,FLA,D,6,0,1,1,-1,4,0,0,0,0,1,0,0,11,0.0,140,23:24,11,8,0,0,,2025-05-07
96,Cam Fowler,33,STL,D,7,2,8,10,2,0,2,0,0,1,3,5,0,12,16.7,163,23:17,9,2,0,0,,2025-05-07
97,Trent Frederic,26,EDM,C,7,1,2,3,1,2,1,0,0,1,2,0,0,9,11.1,77,10:56,2,21,3,1,75.0,2025-05-07
98,Brendan Gallagher,32,MTL,RW,5,0,2,2,-7,0,0,0,0,0,1,1,0,13,0.0,78,15:37,1,16,0,1,0.0,2025-05-07
99,Adam Gaudette,28,OTT,C,6,1,2,3,2,4,1,0,0,0,1,0,1,4,25.0,56,9:17,5,9,9,17,34.6,2025-05-07
100,Frédérick Gaudreau,31,MIN,C,6,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,87,14:27,6,8,22,34,39.3,2025-05-07
101,Vladislav Gavrikov,29,LAK,D,6,0,2,2,-1,2,0,0,0,0,2,0,0,5,0.0,126,21:00,10,4,0,0,,2025-05-07
102,Conor Geekie,20,TBL,C,4,0,1,1,0,2,0,0,0,0,1,0,0,3,0.0,49,12:22,3,8,1,1,50.0,2025-05-07
103,Samuel Girard,26,COL,D,7,1,2,3,2,0,1,0,0,0,2,0,0,7,14.3,123,17:38,8,9,0,0,,2025-05-07
104,Zemgus Girgensons,31,TBL,C,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,55,10:56,0,13,2,5,28.6,2025-05-07
105,Claude Giroux,37,OTT,C,6,1,4,5,3,0,0,1,0,0,3,1,0,7,14.3,105,17:30,1,7,29,35,45.3,2025-05-07
106,Cody Glass,25,NJD,C,5,0,0,0,-2,2,0,0,0,0,0,0,0,6,0.0,70,14:06,4,9,27,25,51.9,2025-05-07
107,Luke Glendening,35,TBL,C,5,1,1,2,2,0,1,0,0,0,1,0,0,1,100.0,49,9:43,5,13,31,27,53.4,2025-05-07
108,Gage Goncalves,24,TBL,C,5,1,3,4,-2,2,1,0,0,0,3,0,0,4,25.0,85,16:54,4,15,1,0,100.0,2025-05-07
109,Shayne Gostisbehere,31,CAR,D,6,1,3,4,-2,2,1,0,0,0,0,3,0,8,12.5,121,20:10,9,2,0,0,,2025-05-07
110,Yanni Gourde,33,TBL,C,5,0,1,1,-3,0,0,0,0,0,1,0,0,2,0.0,73,14:31,6,9,5,7,41.7,2025-05-07
111,Mikael Granlund,32,DAL,C,7,1,1,2,0,4,1,0,0,0,0,1,0,8,12.5,127,18:05,8,9,7,6,53.8,2025-05-07
112,A.J. Greer,28,FLA,LW,3,0,0,0,-4,0,0,0,0,0,0,0,0,0,,16,5:16,0,11,0,0,,2025-05-07
113,Ridly Greig,22,OTT,C,6,1,0,1,-1,8,1,0,0,0,0,0,0,9,11.1,108,18:01,2,11,3,4,42.9,2025-05-07
114,Jake Guentzel,30,TBL,C,5,3,3,6,-3,6,1,2,0,0,3,0,0,16,18.8,114,22:45,2,6,10,11,47.6,2025-05-07
115,Kaiden Guhle,23,MTL,D,5,0,0,0,-3,4,0,0,0,0,0,0,0,6,0.0,109,21:48,3,15,0,0,,2025-05-07
116,David Gustafsson,24,WPG,C,4,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,29,7:18,2,2,3,3,50.0,2025-05-07
117,Brandon Hagel,26,TBL,LW,3,0,0,0,-4,5,0,0,0,0,0,0,0,3,0.0,53,17:43,2,5,0,1,0.0,2025-05-07
118,Nicolas Hague,26,VEG,D,7,0,1,1,1,4,0,0,0,0,1,0,0,8,0.0,115,16:23,11,12,0,0,,2025-05-07
119,Taylor Hall,33,CAR,LW,6,1,2,3,0,0,1,0,0,0,1,1,0,13,7.7,96,15:56,1,4,0,5,0.0,2025-05-07
120,Dougie Hamilton,31,NJD,D,5,0,2,2,-3,6,0,0,0,0,2,0,0,10,0.0,125,25:01,7,11,0,0,,2025-05-07
121,Noah Hanifin,28,VEG,D,7,1,2,3,-4,2,1,0,0,0,2,0,0,17,5.9,162,23:08,14,11,0,0,,2025-05-07
122,Thomas Harley,23,DAL,D,7,2,3,5,-3,2,2,0,0,0,0,3,0,10,20.0,197,28:09,21,11,0,0,,2025-05-07
123,Ryan Hartman,30,MIN,RW,6,2,4,6,1,2,2,0,0,0,3,1,0,18,11.1,105,17:26,11,5,40,46,46.5,2025-05-07
124,Erik Haula,33,NJD,LW,5,0,1,1,-1,2,0,0,0,0,1,0,0,9,0.0,93,18:36,3,20,31,21,59.6,2025-05-07
125,Victor Hedman,34,TBL,D,5,0,3,3,-6,0,0,0,0,0,1,2,0,10,0.0,123,24:32,6,3,0,0,,2025-05-07
126,Emil Heineman,23,MTL,LW,5,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,45,9:04,4,16,1,2,33.3,2025-05-07
127,Samuel Helenius,22,LAK,C,6,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,24,3:58,2,14,6,3,66.7,2025-05-07
128,Adam Henrique,34,EDM,C,7,1,1,2,1,2,1,0,0,0,1,0,0,16,6.3,103,14:46,8,28,50,38,56.8,2025-05-07
129,Tomáš Hertl,31,VEG,C,7,3,2,5,-3,0,3,0,0,0,0,2,0,17,17.6,129,18:22,2,19,60,49,55.0,2025-05-07
130,Matthew Highmore,28,OTT,LW,1,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,9,9:10,1,3,0,0,,2025-05-07
131,Vinnie Hinostroza,30,MIN,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,12,11:57,1,1,0,0,,2025-05-07
132,Roope Hintz,28,DAL,LW,7,4,3,7,-1,8,2,2,0,0,3,0,0,23,17.4,129,18:25,9,7,57,57,50.0,2025-05-07
133,Nico Hischier,26,NJD,C,5,4,0,4,0,0,4,0,0,0,0,0,0,16,25.0,121,24:12,7,11,89,75,54.3,2025-05-07
134,Pontus Holmberg,25,TOR,RW,7,0,1,1,2,2,0,0,0,0,1,0,0,5,0.0,86,12:15,5,6,5,5,50.0,2025-05-07
135,Brett Howden,26,VEG,C,7,3,0,3,1,2,2,1,0,2,0,0,0,11,27.3,89,12:41,6,20,12,18,40.0,2025-05-07
136,Luke Hughes,21,NJD,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,22:20,1,0,0,0,,2025-05-07
137,Lane Hutson,20,MTL,D,5,0,5,5,-5,0,0,0,0,0,2,3,0,5,0.0,124,24:50,2,1,0,0,,2025-05-07
138,Zach Hyman,32,EDM,LW,7,3,3,6,2,4,3,0,0,1,2,1,0,15,20.0,128,18:16,4,49,0,0,,2025-05-07
139,Alex Iafallo,31,WPG,C,7,1,0,1,-2,10,1,0,0,0,0,0,0,9,11.1,129,18:30,4,21,1,5,16.7,2025-05-07
140,Mark Jankowski,30,CAR,C,3,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,34,11:21,3,2,16,13,55.2,2025-05-07
141,Mattias Janmark,32,EDM,C,7,2,1,3,3,8,2,0,0,1,1,0,0,5,40.0,79,11:14,2,8,10,21,32.3,2025-05-07
142,Calle Järnkrok,33,TOR,C,7,0,1,1,-3,2,0,0,0,0,1,0,0,0,,87,12:23,2,13,1,3,25.0,2025-05-07
143,Seth Jarvis,22,CAR,C,6,2,3,5,-1,4,1,1,0,0,0,3,0,14,14.3,133,22:13,5,20,2,11,15.4,2025-05-07
144,Nick Jensen,34,OTT,D,6,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,126,20:56,4,8,0,0,,2025-05-07
145,Marcus Johansson,34,MIN,C,5,0,2,2,0,0,0,0,0,0,2,0,0,5,0.0,70,14:02,3,8,1,2,33.3,2025-05-07
146,Erik Johnson,36,COL,D,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,30,14:49,2,5,0,0,,2025-05-07
147,Wyatt Johnston,21,DAL,C,7,3,4,7,-9,4,1,2,0,1,2,2,0,16,18.8,143,20:26,3,9,39,42,48.1,2025-05-07
148,Seth Jones,30,FLA,D,6,2,1,3,4,2,1,1,0,1,1,0,0,8,25.0,156,26:01,8,13,0,0,,2025-05-07
149,Mathieu Joseph,27,STL,RW,3,1,0,1,1,10,1,0,0,0,0,0,0,6,16.7,41,13:35,8,12,0,0,,2025-05-07
150,Evander Kane,33,EDM,LW,6,2,2,4,0,4,2,0,0,0,2,0,0,17,11.8,101,16:48,4,23,3,3,50.0,2025-05-07
151,Oliver Kapanen,21,MTL,C,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,21,6:56,0,2,8,10,44.4,2025-05-07
152,Kirill Kaprizov,27,MIN,LW,6,5,4,9,-1,4,2,3,0,0,4,0,0,22,22.7,139,23:08,10,6,0,0,,2025-05-07
153,William Karlsson,32,VEG,C,7,1,2,3,2,0,0,0,1,0,0,1,1,11,9.1,122,17:27,5,1,35,33,51.5,2025-05-07
154,Parker Kelly,25,COL,F,7,0,1,1,4,18,0,0,0,0,1,0,0,6,0.0,88,12:38,7,44,1,6,14.3,2025-05-07
155,Adrian Kempe,28,LAK,LW,6,4,6,10,-8,4,4,0,0,0,0,6,0,21,19.0,130,21:44,8,12,4,3,57.1,2025-05-07
156,Joel Kiviranta,28,COL,F,7,0,0,0,0,2,0,0,0,0,0,0,0,9,0.0,71,10:05,2,20,0,0,,2025-05-07
157,Tyler Kleven,23,OTT,D,6,0,2,2,0,6,0,0,0,0,2,0,0,4,0.0,95,15:47,8,16,0,0,,2025-05-07
158,John Klingberg,32,EDM,D,6,0,2,2,3,0,0,0,0,0,2,0,0,11,0.0,117,19:34,12,6,0,0,,2025-05-07
159,Matthew Knies,22,TOR,LW,7,4,1,5,0,4,2,2,0,1,1,0,0,17,23.5,140,19:59,4,14,0,0,,2025-05-07
160,Keegan Kolesar,27,VEG,RW,7,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,83,11:53,4,30,0,1,0.0,2025-05-07
161,Anže Kopitar,37,LAK,C,6,2,7,9,-6,0,1,1,0,0,4,3,0,8,25.0,129,21:29,6,8,80,58,58.0,2025-05-07
162,Kaedan Korczak,24,VEG,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,13:04,1,1,0,0,,2025-05-07
163,Jesperi Kotkaniemi,24,CAR,C,6,0,2,2,2,10,0,0,0,0,1,1,0,10,0.0,93,15:29,7,11,29,38,43.3,2025-05-07
164,Johnathan Kovacevic,27,NJD,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,42,14:00,0,8,0,0,,2025-05-07
165,Nikita Kucherov,31,TBL,RW,5,0,4,4,0,2,0,0,0,0,3,1,0,7,0.0,115,22:59,1,5,0,0,,2025-05-07
166,Brett Kulak,31,EDM,D,7,0,2,2,5,2,0,0,0,0,2,0,0,8,0.0,167,23:50,14,7,0,0,,2025-05-07
167,Dmitry Kulikov,34,FLA,D,6,0,2,2,-2,2,0,0,0,0,2,0,0,4,0.0,108,17:55,7,26,0,0,,2025-05-07
168,Andrei Kuzmenko,28,LAK,F,6,3,3,6,-5,4,0,3,0,1,2,1,0,17,17.6,110,18:15,3,5,0,0,,2025-05-07
169,Jordan Kyrou,26,STL,C,7,3,0,3,-4,0,1,2,0,0,0,0,0,18,16.7,123,17:34,1,6,0,0,,2025-05-07
170,Alex Laferriere,23,LAK,RW,6,0,3,3,1,2,0,0,0,0,3,0,0,10,0.0,110,18:15,4,20,1,6,14.3,2025-05-07
171,Patrik Laine,26,MTL,RW,2,0,1,1,-2,2,0,0,0,0,0,1,0,6,0.0,23,11:42,1,4,0,1,0.0,2025-05-07
172,Gabriel Landeskog,32,COL,LW,5,1,3,4,4,0,1,0,0,0,3,0,0,10,10.0,86,17:13,3,16,4,7,36.4,2025-05-07
173,Scott Laughton,30,TOR,C,7,0,2,2,-2,2,0,0,0,0,2,0,0,3,0.0,99,14:09,5,18,37,32,53.6,2025-05-07
174,Nick Leddy,33,STL,D,7,0,1,1,-4,2,0,0,0,0,1,0,0,1,0.0,99,14:11,3,6,0,0,,2025-05-07
175,Artturi Lehkonen,29,COL,LW,7,3,1,4,3,4,3,0,0,0,1,0,0,21,14.3,135,19:13,5,16,0,0,,2025-05-07
176,Ryan Leonard,20,WSH,RW,6,0,1,1,1,2,0,0,0,0,1,0,0,11,0.0,62,10:21,2,7,0,1,0.0,2025-05-07
177,Trevor Lewis,38,LAK,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,4:10,1,5,0,0,,2025-05-07
178,Esa Lindell,30,DAL,D,7,0,1,1,1,2,0,0,0,0,1,0,0,7,0.0,173,24:42,17,6,0,0,,2025-05-07
179,Ryan Lindgren,26,COL,D,7,0,3,3,5,8,0,0,0,0,3,0,0,8,0.0,130,18:37,12,13,0,0,,2025-05-07
180,Steven Lorentz,28,TOR,C,7,0,0,0,-3,2,0,0,0,0,0,0,0,5,0.0,84,12:02,4,19,6,0,100.0,2025-05-07
181,Adam Lowry,31,WPG,LW,7,3,0,3,0,14,3,0,0,1,0,0,0,14,21.4,133,18:58,2,32,72,61,54.1,2025-05-07
182,Anton Lundell,23,FLA,C,6,2,4,6,4,2,2,0,0,0,4,0,0,10,20.0,97,16:05,4,6,40,33,54.8,2025-05-07
