rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
30,Jesper Bratt,26,NJD,W,5,1,2,3,-5,0,1,0,0,0,2,0,0,20,5.0,117,23:23,5,6,0,0,,2025-06-08
31,Justin Brazeau,26,MIN,F,6,0,2,2,1,0,0,0,0,0,2,0,0,2,0.0,48,7:57,2,22,0,0,,2025-06-08
32,Philip Broberg,23,STL,D,7,1,1,2,9,2,1,0,0,0,1,0,0,8,12.5,155,22:07,10,4,0,0,,2025-06-08
33,Jonas Brodin,31,MIN,D,6,0,1,1,-1,0,0,0,0,0,1,0,0,4,0.0,149,24:48,11,6,0,0,,2025-06-08
34,Connor Brown,31,EDM,RW,16,5,3,8,1,2,5,0,0,0,3,0,0,25,20.0,248,15:32,8,15,6,6,50.0,2025-06-08
35,Josh Brown,31,EDM,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,4:54,3,0,0,0,,2025-06-08
36,Pavel Buchnevich,29,STL,LW,7,3,5,8,1,14,2,1,0,0,3,2,0,14,21.4,144,20:35,4,14,1,1,50.0,2025-06-08
37,Zeev Buium,19,MIN,D,4,0,1,1,-1,4,0,0,0,0,0,1,0,2,0.0,54,13:36,1,3,0,0,,2025-06-08
38,Brent Burns,39,CAR,D,15,1,4,5,1,10,1,0,0,0,2,2,0,26,3.8,344,22:55,19,10,0,0,,2025-06-08
39,Quinton Byfield,22,LAK,C,6,3,1,4,-7,2,3,0,0,0,1,0,0,18,16.7,135,22:27,2,14,36,47,43.4,2025-06-08
40,Brandon Carlo,28,TOR,D,13,0,0,0,-4,8,0,0,0,0,0,0,0,14,0.0,248,19:05,32,9,0,0,,2025-06-08
41,John Carlson,35,WSH,D,10,1,2,3,3,2,0,1,0,1,1,1,0,13,7.7,243,24:15,16,10,0,0,,2025-06-08
42,Alexandre Carrier,28,MTL,D,5,1,1,2,0,0,1,0,0,0,1,0,0,8,12.5,104,20:44,15,7,0,0,,2025-06-08
43,William Carrier,30,CAR,LW,15,0,0,0,1,8,0,0,0,0,0,0,0,23,0.0,175,11:39,8,63,4,0,100.0,2025-06-08
44,Seamus Casey,21,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:13,2,1,0,0,,2025-06-08
45,Cole Caufield,24,MTL,RW,5,3,1,4,-6,0,1,2,0,0,1,0,0,24,12.5,98,19:35,0,5,1,1,50.0,2025-06-08
46,Cody Ceci,31,DAL,D,18,0,3,3,-6,2,0,0,0,0,3,0,0,19,0.0,387,21:31,25,22,0,0,,2025-06-08
47,Erik Černák,27,TBL,D,5,1,0,1,1,4,1,0,0,0,0,0,0,14,7.1,90,17:56,7,15,0,0,,2025-06-08
48,Thomas Chabot,28,OTT,D,6,1,3,4,1,2,1,0,0,1,2,1,0,11,9.1,150,24:58,8,8,0,0,,2025-06-08
49,Mitchell Chaffee,27,TBL,F,4,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,45,11:20,1,8,0,0,,2025-06-08
50,Jalen Chatfield,28,CAR,D,9,1,0,1,6,6,1,0,0,0,0,0,0,8,12.5,184,20:24,11,9,0,0,,2025-06-08
51,Dennis Cholowski,26,NJD,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,18,8:59,2,0,0,0,,2025-06-08
52,Jakob Chychrun,26,WSH,D,10,3,2,5,3,6,3,0,0,1,1,1,0,18,16.7,239,23:53,30,13,0,0,,2025-06-08
53,Anthony Cirelli,27,TBL,C,5,1,0,1,-4,18,1,0,0,0,0,0,0,5,20.0,81,16:15,8,14,33,35,48.5,2025-06-08
54,Brandt Clarke,21,LAK,D,6,2,0,2,1,0,1,1,0,0,0,0,0,6,33.3,77,12:47,6,4,0,0,,2025-06-08
55,Ross Colton,28,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:04,0,3,1,0,100.0,2025-06-08
56,Kyle Connor,28,WPG,LW,13,5,12,17,4,0,5,0,0,2,8,4,0,45,11.1,290,22:17,5,11,0,0,,2025-06-08
57,Paul Cotter,25,NJD,C,5,0,1,1,-1,2,0,0,0,0,1,0,0,5,0.0,72,14:25,3,22,0,1,0.0,2025-06-08
58,Nick Cousins,31,OTT,C,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,47,9:20,1,14,1,1,50.0,2025-06-08
59,Charlie Coyle,32,COL,C,7,1,0,1,-4,2,1,0,0,0,0,0,0,7,14.3,90,12:50,3,23,46,34,57.5,2025-06-08
60,Dylan Cozens,23,OTT,C,6,1,1,2,-2,12,0,0,1,0,1,0,0,13,7.7,100,16:36,1,27,26,32,44.8,2025-06-08
61,Evgenii Dadonov,35,DAL,RW,16,1,3,4,-3,2,1,0,0,0,3,0,0,16,6.3,186,11:39,7,19,0,0,,2025-06-08
62,Phillip Danault,31,LAK,C,6,2,6,8,2,0,2,0,0,1,4,2,0,9,22.2,124,20:39,12,13,64,57,52.9,2025-06-08
63,Dylan DeMelo,31,WPG,D,12,1,3,4,-1,10,1,0,0,0,3,0,0,18,5.6,262,21:52,14,24,0,0,,2025-06-08
64,Ivan Demidov,19,MTL,RW,5,0,2,2,-5,0,0,0,0,0,0,2,0,2,0.0,72,14:29,2,8,0,0,,2025-06-08
65,Brenden Dillon,34,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:53,0,4,0,0,,2025-06-08
66,Max Domi,29,TOR,LW,13,3,4,7,2,33,3,0,0,1,3,1,0,19,15.8,171,13:07,1,17,61,45,57.5,2025-06-08
67,Pavel Dorofeyev,24,VEG,LW,8,1,1,2,-7,2,0,1,0,0,0,1,0,27,3.7,139,17:26,3,6,0,1,0.0,2025-06-08
68,Drew Doughty,35,LAK,D,6,1,3,4,-7,6,0,1,0,0,3,0,0,10,10.0,163,27:12,7,12,0,0,,2025-06-08
69,Nic Dowd,34,WSH,C,10,0,1,1,-3,8,0,0,0,0,1,0,0,10,0.0,151,15:08,22,23,78,79,49.7,2025-06-08
70,Justin Dowling,34,NJD,C,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,56,11:15,1,12,22,26,45.8,2025-06-08
71,Leon Draisaitl,29,EDM,C,18,10,19,29,11,2,6,4,0,3,12,7,0,50,20.0,410,22:45,14,23,171,160,51.7,2025-06-08
72,Jonathan Drouin,29,COL,LW,7,0,3,3,-6,0,0,0,0,0,0,3,0,9,0.0,102,14:37,4,5,4,3,57.1,2025-06-08
73,Jack Drury,24,COL,C,7,1,1,2,2,4,1,0,0,0,1,0,0,9,11.1,90,12:54,4,8,38,23,62.3,2025-06-08
74,Pierre-Luc Dubois,26,WSH,LW,10,0,3,3,3,12,0,0,0,0,3,0,0,13,0.0,171,17:03,7,22,79,66,54.5,2025-06-08
75,Matt Duchene,34,DAL,C,18,1,5,6,-16,6,0,1,0,1,0,5,0,23,4.3,299,16:36,13,16,82,45,64.6,2025-06-08
76,Brandon Duhaime,27,WSH,RW,10,3,1,4,-4,10,3,0,0,0,1,0,0,11,27.3,142,14:10,16,40,1,4,20.0,2025-06-08
77,Brian Dumoulin,33,NJD,D,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,147,29:21,14,14,0,0,,2025-06-08
78,Christian Dvorak,28,MTL,C,5,2,0,2,-1,4,2,0,0,1,0,0,0,7,28.6,82,16:22,5,5,40,39,50.6,2025-06-08
79,Joel Edmundson,31,LAK,D,6,0,1,1,2,2,0,0,0,0,1,0,0,2,0.0,139,23:14,17,16,0,0,,2025-06-08
80,Nikolaj Ehlers,28,WPG,LW,8,5,2,7,1,4,4,1,0,0,1,1,0,31,16.1,138,17:17,4,12,0,0,,2025-06-08
81,Jack Eichel,28,VEG,C,11,1,9,10,-8,0,1,0,0,0,4,4,1,30,3.3,255,23:08,12,16,90,102,46.9,2025-06-08
82,Aaron Ekblad,28,FLA,D,15,3,8,11,3,30,3,0,0,0,5,3,0,30,10.0,360,23:58,22,47,0,0,,2025-06-08
83,Mattias Ekholm,34,EDM,D,3,1,1,2,4,2,1,0,0,0,1,0,0,4,25.0,71,23:43,5,0,0,0,,2025-06-08
84,Oliver Ekman-Larsson,33,TOR,D,13,2,2,4,-1,8,2,0,0,0,2,0,0,12,16.7,248,19:04,18,18,0,0,,2025-06-08
85,Lars Eller,35,WSH,C,9,0,1,1,-1,2,0,0,0,0,1,0,0,3,0.0,97,10:45,3,13,36,35,50.7,2025-06-08
86,Ty Emberson,24,EDM,D,9,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,85,9:29,4,14,0,0,,2025-06-08
87,Joel Eriksson Ek,28,MIN,C,6,0,3,3,0,4,0,0,0,0,2,1,0,19,0.0,132,22:00,10,8,82,71,53.6,2025-06-08
88,Jake Evans,28,MTL,C,5,0,1,1,0,2,0,0,0,0,1,0,0,4,0.0,78,15:30,2,11,36,30,54.5,2025-06-08
89,Brock Faber,22,MIN,D,6,0,0,0,2,2,0,0,0,0,0,0,0,4,0.0,162,27:04,12,4,0,0,,2025-06-08
90,Radek Faksa,31,STL,C,7,1,4,5,7,2,1,0,0,0,4,0,0,2,50.0,106,15:06,5,21,53,41,56.4,2025-06-08
91,Justin Faulk,32,STL,D,7,1,2,3,3,8,1,0,0,0,1,1,0,12,8.3,166,23:43,13,19,0,0,,2025-06-08
92,Kevin Fiala,28,LAK,LW,6,3,4,7,0,2,1,2,0,0,2,2,0,25,12.0,131,21:53,5,20,0,0,,2025-06-08
93,Haydn Fleury,28,WPG,D,8,0,2,2,2,8,0,0,0,0,2,0,0,3,0.0,122,15:16,10,16,0,0,,2025-06-08
94,Warren Foegele,28,LAK,LW,6,1,2,3,1,0,1,0,0,0,1,1,0,25,4.0,112,18:41,5,19,2,3,40.0,2025-06-08
95,Marcus Foligno,33,MIN,LW,6,3,1,4,4,6,2,0,1,0,1,0,0,10,30.0,96,16:04,3,42,1,4,20.0,2025-06-08
96,Gustav Forsling,28,FLA,D,19,1,3,4,7,8,1,0,0,1,3,0,0,27,3.7,444,23:23,30,27,0,0,,2025-06-08
97,Cam Fowler,33,STL,D,7,2,8,10,2,0,2,0,0,1,3,5,0,12,16.7,163,23:17,9,2,0,0,,2025-06-08
98,Trent Frederic,26,EDM,C,18,1,3,4,1,11,1,0,0,1,3,0,0,19,5.3,208,11:32,12,66,12,7,63.2,2025-06-08
99,Jonah Gadjovich,26,FLA,LW,12,2,1,3,5,18,2,0,0,0,1,0,0,9,22.2,93,7:46,7,62,0,0,,2025-06-08
100,Brendan Gallagher,32,MTL,RW,5,0,2,2,-7,0,0,0,0,0,1,1,0,13,0.0,78,15:37,1,16,0,1,0.0,2025-06-08
101,Adam Gaudette,28,OTT,C,6,1,2,3,2,4,1,0,0,0,1,0,1,4,25.0,56,9:17,5,9,9,17,34.6,2025-06-08
102,Frédérick Gaudreau,31,MIN,C,6,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,87,14:27,6,8,22,34,39.3,2025-06-08
103,Vladislav Gavrikov,29,LAK,D,6,0,2,2,-1,2,0,0,0,0,2,0,0,5,0.0,126,21:00,10,4,0,0,,2025-06-08
104,Conor Geekie,20,TBL,C,4,0,1,1,0,2,0,0,0,0,1,0,0,3,0.0,49,12:22,3,8,1,1,50.0,2025-06-08
105,Samuel Girard,26,COL,D,7,1,2,3,2,0,1,0,0,0,2,0,0,7,14.3,123,17:38,8,9,0,0,,2025-06-08
106,Zemgus Girgensons,31,TBL,C,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,55,10:56,0,13,2,5,28.6,2025-06-08
107,Claude Giroux,37,OTT,C,6,1,4,5,3,0,0,1,0,0,3,1,0,7,14.3,105,17:30,1,7,29,35,45.3,2025-06-08
108,Cody Glass,25,NJD,C,5,0,0,0,-2,2,0,0,0,0,0,0,0,6,0.0,70,14:06,4,9,27,25,51.9,2025-06-08
109,Luke Glendening,35,TBL,C,5,1,1,2,2,0,1,0,0,0,1,0,0,1,100.0,49,9:43,5,13,31,27,53.4,2025-06-08
110,Gage Goncalves,24,TBL,C,5,1,3,4,-2,2,1,0,0,0,3,0,0,4,25.0,85,16:54,4,15,1,0,100.0,2025-06-08
111,Shayne Gostisbehere,31,CAR,D,15,3,6,9,-9,4,2,1,0,0,1,5,0,24,12.5,284,18:56,16,12,0,0,,2025-06-08
112,Yanni Gourde,33,TBL,C,5,0,1,1,-3,0,0,0,0,0,1,0,0,2,0.0,73,14:31,6,9,5,7,41.7,2025-06-08
113,Mikael Granlund,32,DAL,C,18,5,5,10,-2,8,2,3,0,1,2,3,0,29,17.2,314,17:27,16,40,26,22,54.2,2025-06-08
114,A.J. Greer,28,FLA,LW,12,2,1,3,0,10,2,0,0,1,1,0,0,11,18.2,93,7:47,7,45,4,4,50.0,2025-06-08
115,Ridly Greig,22,OTT,C,6,1,0,1,-1,8,1,0,0,0,0,0,0,9,11.1,108,18:01,2,11,3,4,42.9,2025-06-08
116,Jake Guentzel,30,TBL,C,5,3,3,6,-3,6,1,2,0,0,3,0,0,16,18.8,114,22:45,2,6,10,11,47.6,2025-06-08
117,Kaiden Guhle,23,MTL,D,5,0,0,0,-3,4,0,0,0,0,0,0,0,6,0.0,109,21:48,3,15,0,0,,2025-06-08
118,David Gustafsson,24,WPG,C,4,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,29,7:18,2,2,3,3,50.0,2025-06-08
119,Brandon Hagel,26,TBL,LW,3,0,0,0,-4,5,0,0,0,0,0,0,0,3,0.0,53,17:43,2,5,0,1,0.0,2025-06-08
120,Nicolas Hague,26,VEG,D,11,0,2,2,-2,9,0,0,0,0,2,0,0,11,0.0,178,16:13,18,22,0,0,,2025-06-08
121,Taylor Hall,33,CAR,LW,15,2,4,6,-7,2,2,0,0,1,2,2,0,30,6.7,223,14:50,5,19,0,6,0.0,2025-06-08
122,Dougie Hamilton,31,NJD,D,5,0,2,2,-3,6,0,0,0,0,2,0,0,10,0.0,125,25:01,7,11,0,0,,2025-06-08
123,Noah Hanifin,28,VEG,D,11,1,4,5,1,2,1,0,0,0,4,0,0,26,3.8,254,23:03,21,18,0,0,,2025-06-08
124,Thomas Harley,23,DAL,D,18,4,10,14,-10,10,3,1,0,1,3,7,0,31,12.9,467,25:58,39,22,0,0,,2025-06-08
125,Ryan Hartman,30,MIN,RW,6,2,4,6,1,2,2,0,0,0,3,1,0,18,11.1,105,17:26,11,5,40,46,46.5,2025-06-08
126,Erik Haula,33,NJD,LW,5,0,1,1,-1,2,0,0,0,0,1,0,0,9,0.0,93,18:36,3,20,31,21,59.6,2025-06-08
127,Victor Hedman,34,TBL,D,5,0,3,3,-6,0,0,0,0,0,1,2,0,10,0.0,123,24:32,6,3,0,0,,2025-06-08
128,Emil Heineman,23,MTL,LW,5,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,45,9:04,4,16,1,2,33.3,2025-06-08
129,Miro Heiskanen,25,DAL,D,8,1,3,4,-4,0,0,1,0,0,1,2,0,14,7.1,175,21:49,8,7,0,0,,2025-06-08
130,Samuel Helenius,22,LAK,C,6,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,24,3:58,2,14,6,3,66.7,2025-06-08
131,Adam Henrique,34,EDM,C,18,4,2,6,4,4,4,0,0,1,2,0,0,31,12.9,263,14:37,28,46,136,121,52.9,2025-06-08
132,Tomáš Hertl,31,VEG,C,11,3,2,5,-3,0,3,0,0,0,0,2,0,28,10.7,201,18:17,4,35,78,83,48.4,2025-06-08
133,Matthew Highmore,28,OTT,LW,1,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,9,9:10,1,3,0,0,,2025-06-08
134,Vinnie Hinostroza,30,MIN,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,12,11:57,1,1,0,0,,2025-06-08
135,Roope Hintz,28,DAL,LW,17,6,6,12,-2,10,2,4,0,0,4,2,0,37,16.2,301,17:42,14,14,127,128,49.8,2025-06-08
136,Nico Hischier,26,NJD,C,5,4,0,4,0,0,4,0,0,0,0,0,0,16,25.0,121,24:12,7,11,89,75,54.3,2025-06-08
137,Pontus Holmberg,25,TOR,RW,12,0,1,1,-4,4,0,0,0,0,1,0,0,11,0.0,153,12:43,8,15,6,6,50.0,2025-06-08
138,Brett Howden,26,VEG,C,11,3,0,3,-2,4,2,1,0,2,0,0,0,15,20.0,152,13:50,7,36,23,22,51.1,2025-06-08
139,Luke Hughes,21,NJD,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,22:20,1,0,0,0,,2025-06-08
140,Lane Hutson,20,MTL,D,5,0,5,5,-5,0,0,0,0,0,2,3,0,5,0.0,124,24:50,2,1,0,0,,2025-06-08
141,Zach Hyman,32,EDM,LW,15,5,6,11,10,6,5,0,0,1,5,1,0,30,16.7,265,17:42,7,111,0,0,,2025-06-08
142,Alex Iafallo,31,WPG,C,13,1,1,2,-4,10,1,0,0,0,0,1,0,17,5.9,209,16:07,9,46,2,10,16.7,2025-06-08
143,Mark Jankowski,30,CAR,C,7,0,1,1,0,0,0,0,0,0,1,0,0,6,0.0,81,11:37,4,10,42,30,58.3,2025-06-08
144,Mattias Janmark,32,EDM,C,18,3,1,4,5,12,3,0,0,1,1,0,0,14,21.4,220,12:15,11,22,17,51,25.0,2025-06-08
145,Calle Järnkrok,33,TOR,C,12,0,1,1,-4,2,0,0,0,0,1,0,0,3,0.0,152,12:40,6,22,2,4,33.3,2025-06-08
146,Seth Jarvis,22,CAR,C,15,6,10,16,2,6,4,2,0,0,4,6,0,36,16.7,298,19:53,13,52,6,17,26.1,2025-06-08
147,Nick Jensen,34,OTT,D,6,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,126,20:56,4,8,0,0,,2025-06-08
148,Marcus Johansson,34,MIN,C,5,0,2,2,0,0,0,0,0,0,2,0,0,5,0.0,70,14:02,3,8,1,2,33.3,2025-06-08
149,Erik Johnson,36,COL,D,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,30,14:49,2,5,0,0,,2025-06-08
150,Wyatt Johnston,21,DAL,C,18,4,6,10,-16,6,2,2,0,1,3,3,0,36,11.1,349,19:22,6,35,100,98,50.5,2025-06-08
151,Seth Jones,30,FLA,D,19,4,5,9,13,8,3,1,0,1,3,2,0,26,15.4,489,25:45,27,42,0,0,,2025-06-08
152,Mathieu Joseph,27,STL,RW,3,1,0,1,1,10,1,0,0,0,0,0,0,6,16.7,41,13:35,8,12,0,0,,2025-06-08
153,David Kämpf,30,TOR,C,1,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,13,12:37,0,3,4,7,36.4,2025-06-08
154,Evander Kane,33,EDM,LW,17,6,6,12,7,14,6,0,0,0,5,1,0,41,14.6,287,16:52,6,85,11,12,47.8,2025-06-08
155,Kasperi Kapanen,28,EDM,RW,9,3,2,5,5,6,3,0,0,1,2,0,0,23,13.0,130,14:23,5,41,1,4,20.0,2025-06-08
156,Oliver Kapanen,21,MTL,C,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,21,6:56,0,2,8,10,44.4,2025-06-08
157,Kirill Kaprizov,27,MIN,LW,6,5,4,9,-1,4,2,3,0,0,4,0,0,22,22.7,139,23:08,10,6,0,0,,2025-06-08
158,William Karlsson,32,VEG,C,11,3,3,6,5,0,2,0,1,0,1,1,1,17,17.6,204,18:34,8,2,63,57,52.5,2025-06-08
159,Parker Kelly,25,COL,F,7,0,1,1,4,18,0,0,0,0,1,0,0,6,0.0,88,12:38,7,44,1,6,14.3,2025-06-08
160,Adrian Kempe,28,LAK,LW,6,4,6,10,-8,4,4,0,0,0,0,6,0,21,19.0,130,21:44,8,12,4,3,57.1,2025-06-08
161,Joel Kiviranta,28,COL,F,7,0,0,0,0,2,0,0,0,0,0,0,0,9,0.0,71,10:05,2,20,0,0,,2025-06-08
162,Tyler Kleven,23,OTT,D,6,0,2,2,0,6,0,0,0,0,2,0,0,4,0.0,95,15:47,8,16,0,0,,2025-06-08
163,John Klingberg,32,EDM,D,17,1,3,4,5,2,0,1,0,0,3,0,0,21,4.8,329,19:20,30,24,0,0,,2025-06-08
164,Matthew Knies,22,TOR,LW,13,5,2,7,-4,6,3,2,0,1,2,0,0,29,17.2,257,19:48,8,31,0,0,,2025-06-08
165,Keegan Kolesar,27,VEG,RW,11,0,1,1,-2,6,0,0,0,0,1,0,0,7,0.0,125,11:21,5,53,1,1,50.0,2025-06-08
166,Anže Kopitar,37,LAK,C,6,2,7,9,-6,0,1,1,0,0,4,3,0,8,25.0,129,21:29,6,8,80,58,58.0,2025-06-08
167,Kaedan Korczak,24,VEG,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,13:04,1,1,0,0,,2025-06-08
168,Jesperi Kotkaniemi,24,CAR,C,14,0,4,4,1,14,0,0,0,0,2,2,0,19,0.0,189,13:30,9,32,63,72,46.7,2025-06-08
169,Johnathan Kovacevic,27,NJD,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,42,14:00,0,8,0,0,,2025-06-08
170,Nikita Kucherov,31,TBL,RW,5,0,4,4,0,2,0,0,0,0,3,1,0,7,0.0,115,22:59,1,5,0,0,,2025-06-08
171,Brett Kulak,31,EDM,D,18,1,4,5,10,8,1,0,0,0,4,0,0,19,5.3,426,23:39,32,14,0,0,,2025-06-08
172,Dmitry Kulikov,34,FLA,D,19,2,3,5,3,12,2,0,0,1,3,0,0,19,10.5,318,16:43,17,73,0,0,,2025-06-08
173,Andrei Kuzmenko,28,LAK,F,6,3,3,6,-5,4,0,3,0,1,2,1,0,17,17.6,110,18:15,3,5,0,0,,2025-06-08
174,Jordan Kyrou,26,STL,C,7,3,0,3,-4,0,1,2,0,0,0,0,0,18,16.7,123,17:34,1,6,0,0,,2025-06-08
175,Alex Laferriere,23,LAK,RW,6,0,3,3,1,2,0,0,0,0,3,0,0,10,0.0,110,18:15,4,20,1,6,14.3,2025-06-08
176,Patrik Laine,26,MTL,RW,2,0,1,1,-2,2,0,0,0,0,0,1,0,6,0.0,23,11:42,1,4,0,1,0.0,2025-06-08
177,Gabriel Landeskog,32,COL,LW,5,1,3,4,4,0,1,0,0,0,3,0,0,10,10.0,86,17:13,3,16,4,7,36.4,2025-06-08
178,Scott Laughton,30,TOR,C,13,0,2,2,-3,8,0,0,0,0,2,0,0,6,0.0,180,13:52,11,41,72,54,57.1,2025-06-08
179,Nick Leddy,33,STL,D,7,0,1,1,-4,2,0,0,0,0,1,0,0,1,0.0,99,14:11,3,6,0,0,,2025-06-08
180,Artturi Lehkonen,29,COL,LW,7,3,1,4,3,4,3,0,0,0,1,0,0,21,14.3,135,19:13,5,16,0,0,,2025-06-08
181,Ryan Leonard,20,WSH,RW,8,0,1,1,1,2,0,0,0,0,1,0,0,12,0.0,81,10:09,4,11,0,1,0.0,2025-06-08
