rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
16,Drake Batherson,26,OTT,C,4,1,1,2,-2,10,1,0,0,0,0,1,0,9,11.1,71,17:52,2,17,2,2,50.0,2025-04-27
17,Anthony Beauvillier,27,WSH,LW,3,1,3,4,3,0,1,0,0,0,3,0,0,9,11.1,43,14:13,2,11,0,0,,2025-04-27
18,Jamie Benn,35,DAL,LW,4,1,1,2,-2,0,0,1,0,0,0,1,0,8,12.5,62,15:33,4,16,11,23,32.4,2025-04-27
19,Sam Bennett,28,FLA,C,3,2,2,4,0,0,2,0,0,0,2,0,0,8,25.0,44,14:46,2,14,12,16,42.9,2025-04-27
20,Simon Benoit,26,TOR,D,4,1,1,2,0,6,1,0,0,1,1,0,0,3,33.3,76,19:04,9,13,0,0,,2025-04-27
21,Lian Bichsel,20,DAL,D,4,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,53,13:16,3,18,0,0,,2025-04-27
22,Colin Blackwell,31,DAL,C,3,1,0,1,0,2,1,0,0,1,0,0,0,8,12.5,38,12:44,1,10,2,8,20.0,2025-04-27
23,Jackson Blake,21,CAR,RW,3,0,1,1,-1,4,0,0,0,0,1,0,0,7,0.0,57,19:04,0,4,0,0,,2025-04-27
24,Zach Bogosian,34,MIN,D,4,0,1,1,1,0,0,0,0,0,0,0,1,1,0.0,50,12:23,2,5,0,0,,2025-04-27
25,Zachary Bolduc,21,STL,C,3,0,1,1,-1,6,0,0,0,0,1,0,0,5,0.0,40,13:20,1,7,0,0,,2025-04-27
26,Matt Boldy,23,MIN,LW,4,4,2,6,3,2,4,0,0,1,1,1,0,12,33.3,100,24:53,3,8,1,3,25.0,2025-04-27
27,Jesper Boqvist,26,FLA,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,,26,8:34,3,6,0,1,0.0,2025-04-27
28,Evan Bouchard,25,EDM,D,3,2,3,5,-1,0,0,2,0,1,3,0,0,10,20.0,71,23:35,3,1,0,0,,2025-04-27
29,Mavrik Bourque,23,DAL,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,24,11:54,3,3,3,7,30.0,2025-04-27
30,Jesper Bratt,26,NJD,W,3,1,2,3,-2,0,1,0,0,0,2,0,0,9,11.1,70,23:11,1,3,0,0,,2025-04-27
31,Justin Brazeau,26,MIN,F,4,0,2,2,2,0,0,0,0,0,2,0,0,2,0.0,34,8:27,2,17,0,0,,2025-04-27
32,Philip Broberg,23,STL,D,3,0,0,0,2,2,0,0,0,0,0,0,0,2,0.0,61,20:15,2,0,0,0,,2025-04-27
33,Jonas Brodin,31,MIN,D,4,0,1,1,2,0,0,0,0,0,1,0,0,3,0.0,105,26:16,9,5,0,0,,2025-04-27
34,Connor Brown,31,EDM,RW,3,2,0,2,0,0,2,0,0,0,0,0,0,6,33.3,40,13:22,1,3,3,1,75.0,2025-04-27
35,Josh Brown,31,EDM,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,4:54,3,0,0,0,,2025-04-27
36,Pavel Buchnevich,29,STL,LW,3,3,3,6,0,10,2,1,0,0,1,2,0,6,50.0,61,20:29,1,6,0,1,0.0,2025-04-27
37,Zeev Buium,19,MIN,D,4,0,1,1,-1,4,0,0,0,0,0,1,0,2,0.0,54,13:36,1,3,0,0,,2025-04-27
38,Brent Burns,39,CAR,D,3,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,71,23:37,3,2,0,0,,2025-04-27
39,Quinton Byfield,22,LAK,C,3,2,1,3,-3,2,2,0,0,0,1,0,0,7,28.6,65,21:42,1,8,15,18,45.5,2025-04-27
40,Brandon Carlo,28,TOR,D,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0.0,78,19:33,10,1,0,0,,2025-04-27
41,John Carlson,35,WSH,D,3,0,0,0,2,0,0,0,0,0,0,0,0,5,0.0,72,23:53,5,0,0,0,,2025-04-27
42,Alexandre Carrier,28,MTL,D,3,1,1,2,0,0,1,0,0,0,1,0,0,5,20.0,67,22:17,11,6,0,0,,2025-04-27
43,William Carrier,30,CAR,LW,3,0,0,0,1,2,0,0,0,0,0,0,0,4,0.0,38,12:32,1,14,0,0,,2025-04-27
44,Cole Caufield,24,MTL,RW,3,2,1,3,0,0,1,1,0,0,1,0,0,19,10.5,60,20:09,0,2,1,0,100.0,2025-04-27
45,Cody Ceci,31,DAL,D,4,0,1,1,-3,0,0,0,0,0,1,0,0,3,0.0,91,22:40,5,10,0,0,,2025-04-27
46,Erik Černák,27,TBL,D,3,0,0,0,2,2,0,0,0,0,0,0,0,8,0.0,54,18:00,1,8,0,0,,2025-04-27
47,Thomas Chabot,28,OTT,D,4,0,1,1,-3,0,0,0,0,0,0,1,0,6,0.0,105,26:10,7,4,0,0,,2025-04-27
48,Mitchell Chaffee,27,TBL,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,10:29,1,3,0,0,,2025-04-27
49,Jalen Chatfield,28,CAR,D,3,1,0,1,4,4,1,0,0,0,0,0,0,2,50.0,61,20:15,4,2,0,0,,2025-04-27
50,Dennis Cholowski,26,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:12,0,0,0,0,,2025-04-27
51,Jakob Chychrun,26,WSH,D,3,1,0,1,2,2,1,0,0,0,0,0,0,7,14.3,65,21:43,11,5,0,0,,2025-04-27
52,Anthony Cirelli,27,TBL,C,3,1,0,1,-2,18,1,0,0,0,0,0,0,2,50.0,41,13:38,4,12,23,18,56.1,2025-04-27
53,Brandt Clarke,21,LAK,D,3,1,0,1,2,0,0,1,0,0,0,0,0,4,25.0,35,11:46,4,1,0,0,,2025-04-27
54,Ross Colton,28,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:04,0,3,1,0,100.0,2025-04-27
55,Kyle Connor,28,WPG,LW,3,2,2,4,0,0,2,0,0,2,1,1,0,9,22.2,63,21:07,3,1,0,0,,2025-04-27
56,Paul Cotter,25,NJD,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,43,14:11,2,11,0,1,0.0,2025-04-27
57,Nick Cousins,31,OTT,C,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,31,10:26,0,8,0,0,,2025-04-27
58,Charlie Coyle,32,COL,C,4,1,0,1,-2,0,1,0,0,0,0,0,0,3,33.3,57,14:17,1,12,30,20,60.0,2025-04-27
59,Dylan Cozens,23,OTT,C,4,0,1,1,-1,12,0,0,0,0,1,0,0,11,0.0,67,16:41,1,21,15,20,42.9,2025-04-27
60,Evgenii Dadonov,35,DAL,RW,4,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,52,12:58,3,6,0,0,,2025-04-27
61,Phillip Danault,31,LAK,C,3,2,3,5,2,0,2,0,0,1,1,2,0,2,100.0,58,19:25,5,6,30,33,47.6,2025-04-27
62,Dylan DeMelo,31,WPG,D,2,0,1,1,2,2,0,0,0,0,1,0,0,1,0.0,41,20:21,1,1,0,0,,2025-04-27
63,Ivan Demidov,19,MTL,RW,3,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,40,13:28,1,6,0,0,,2025-04-27
64,Brenden Dillon,34,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:53,0,4,0,0,,2025-04-27
65,Max Domi,29,TOR,LW,4,1,0,1,-1,4,1,0,0,1,0,0,0,7,14.3,57,14:17,0,7,16,11,59.3,2025-04-27
66,Pavel Dorofeyev,24,VEG,LW,4,1,1,2,-4,0,0,1,0,0,0,1,0,13,7.7,71,17:42,2,3,0,0,,2025-04-27
67,Drew Doughty,35,LAK,D,3,1,2,3,-4,2,0,1,0,0,2,0,0,7,14.3,76,25:22,4,0,0,0,,2025-04-27
68,Nic Dowd,34,WSH,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,5,0.0,47,15:39,9,9,22,19,53.7,2025-04-27
69,Justin Dowling,34,NJD,C,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,36,11:50,0,8,13,17,43.3,2025-04-27
70,Leon Draisaitl,29,EDM,C,3,2,3,5,4,2,2,0,0,0,1,2,0,9,22.2,63,20:54,0,3,30,23,56.6,2025-04-27
71,Jonathan Drouin,29,COL,LW,4,0,3,3,-2,0,0,0,0,0,0,3,0,4,0.0,70,17:34,3,3,3,0,100.0,2025-04-27
72,Jack Drury,24,COL,C,4,1,1,2,2,2,1,0,0,0,1,0,0,5,20.0,53,13:18,3,3,22,15,59.5,2025-04-27
73,Pierre-Luc Dubois,26,WSH,LW,3,0,1,1,1,2,0,0,0,0,1,0,0,3,0.0,50,16:34,3,7,21,19,52.5,2025-04-27
74,Matt Duchene,34,DAL,C,4,0,0,0,-2,2,0,0,0,0,0,0,0,7,0.0,74,18:27,3,4,7,8,46.7,2025-04-27
75,Brandon Duhaime,27,WSH,RW,3,0,0,0,-2,6,0,0,0,0,0,0,0,3,0.0,47,15:39,2,10,0,2,0.0,2025-04-27
76,Brian Dumoulin,33,NJD,D,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,85,28:21,7,10,0,0,,2025-04-27
77,Christian Dvorak,28,MTL,C,3,2,0,2,0,0,2,0,0,1,0,0,0,6,33.3,49,16:13,4,2,25,22,53.2,2025-04-27
78,Joel Edmundson,31,LAK,D,3,0,1,1,4,2,0,0,0,0,1,0,0,1,0.0,63,21:04,6,6,0,0,,2025-04-27
79,Jack Eichel,28,VEG,C,4,0,1,1,-7,0,0,0,0,0,0,1,0,11,0.0,88,22:07,1,11,31,42,42.5,2025-04-27
80,Aaron Ekblad,28,FLA,D,1,0,0,0,-4,0,0,0,0,0,0,0,0,2,0.0,20,20:20,4,2,0,0,,2025-04-27
81,Oliver Ekman-Larsson,33,TOR,D,4,2,0,2,2,2,2,0,0,0,0,0,0,6,33.3,83,20:38,5,4,0,0,,2025-04-27
82,Lars Eller,35,WSH,C,3,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,35,11:49,0,8,10,11,47.6,2025-04-27
83,Ty Emberson,24,EDM,D,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,39,13:02,3,7,0,0,,2025-04-27
84,Joel Eriksson Ek,28,MIN,C,4,0,1,1,3,4,0,0,0,0,1,0,0,17,0.0,90,22:37,8,7,60,45,57.1,2025-04-27
85,Jake Evans,28,MTL,C,3,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,44,14:31,2,7,20,13,60.6,2025-04-27
86,Brock Faber,22,MIN,D,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0.0,112,27:59,7,3,0,0,,2025-04-27
87,Radek Faksa,31,STL,C,3,0,1,1,1,2,0,0,0,0,1,0,0,0,,40,13:18,1,11,21,12,63.6,2025-04-27
88,Justin Faulk,32,STL,D,3,0,2,2,2,0,0,0,0,0,1,1,0,5,0.0,65,21:44,3,7,0,0,,2025-04-27
89,Kevin Fiala,28,LAK,LW,3,2,2,4,0,2,0,2,0,0,0,2,0,14,14.3,60,20:02,3,9,0,0,,2025-04-27
90,Warren Foegele,28,LAK,LW,3,0,2,2,0,0,0,0,0,0,1,1,0,8,0.0,53,17:45,1,12,0,2,0.0,2025-04-27
91,Marcus Foligno,33,MIN,LW,4,3,0,3,2,4,2,0,1,0,0,0,0,4,75.0,65,16:18,2,35,1,2,33.3,2025-04-27
92,Gustav Forsling,28,FLA,D,3,0,0,0,-2,2,0,0,0,0,0,0,0,5,0.0,68,22:39,4,1,0,0,,2025-04-27
93,Cam Fowler,33,STL,D,3,1,6,7,-1,0,1,0,0,1,1,5,0,8,12.5,61,20:14,4,0,0,0,,2025-04-27
94,Trent Frederic,26,EDM,C,3,0,1,1,-1,2,0,0,0,0,1,0,0,3,0.0,30,9:56,1,10,0,0,,2025-04-27
95,Brendan Gallagher,32,MTL,RW,3,0,2,2,-2,0,0,0,0,0,1,1,0,9,0.0,47,15:38,0,9,0,1,0.0,2025-04-27
96,Adam Gaudette,28,OTT,C,4,1,1,2,1,4,1,0,0,0,1,0,0,2,50.0,39,9:50,5,6,6,12,33.3,2025-04-27
97,Frédérick Gaudreau,31,MIN,C,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,59,14:40,5,6,16,23,41.0,2025-04-27
98,Vladislav Gavrikov,29,LAK,D,3,0,2,2,-1,0,0,0,0,0,2,0,0,2,0.0,59,19:31,5,3,0,0,,2025-04-27
99,Conor Geekie,20,TBL,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,37,12:10,2,7,0,1,0.0,2025-04-27
100,Samuel Girard,26,COL,D,4,1,2,3,2,0,1,0,0,0,2,0,0,6,16.7,76,19:03,3,7,0,0,,2025-04-27
101,Zemgus Girgensons,31,TBL,C,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,35,11:39,0,3,2,5,28.6,2025-04-27
102,Claude Giroux,37,OTT,C,4,1,2,3,0,0,0,1,0,0,1,1,0,6,16.7,71,17:39,0,4,19,23,45.2,2025-04-27
103,Cody Glass,25,NJD,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,38,12:43,3,7,18,13,58.1,2025-04-27
104,Luke Glendening,35,TBL,C,3,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,31,10:13,5,8,15,15,50.0,2025-04-27
105,Gage Goncalves,24,TBL,C,3,0,3,3,1,0,0,0,0,0,3,0,0,0,,51,17:02,2,9,1,0,100.0,2025-04-27
106,Shayne Gostisbehere,31,CAR,D,3,1,1,2,-1,2,1,0,0,0,0,1,0,2,50.0,60,20:05,4,2,0,0,,2025-04-27
107,Yanni Gourde,33,TBL,C,3,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,42,14:07,2,7,3,5,37.5,2025-04-27
108,Mikael Granlund,32,DAL,C,4,0,1,1,-2,2,0,0,0,0,0,1,0,4,0.0,77,19:17,6,6,4,4,50.0,2025-04-27
109,Ridly Greig,22,OTT,C,4,1,0,1,-2,4,1,0,0,0,0,0,0,5,20.0,72,18:02,2,9,3,4,42.9,2025-04-27
110,Jake Guentzel,30,TBL,C,3,2,2,4,0,4,1,1,0,0,2,0,0,11,18.2,65,21:45,1,5,2,11,15.4,2025-04-27
111,Kaiden Guhle,23,MTL,D,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,65,21:39,3,8,0,0,,2025-04-27
112,David Gustafsson,24,WPG,C,3,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,20,6:44,2,2,3,1,75.0,2025-04-27
113,Brandon Hagel,26,TBL,LW,2,0,0,0,-4,5,0,0,0,0,0,0,0,3,0.0,42,21:03,1,5,0,1,0.0,2025-04-27
114,Nicolas Hague,26,VEG,D,4,0,0,0,0,2,0,0,0,0,0,0,0,6,0.0,71,17:49,5,10,0,0,,2025-04-27
115,Taylor Hall,33,CAR,LW,3,0,2,2,0,0,0,0,0,0,1,1,0,6,0.0,47,15:37,1,0,0,4,0.0,2025-04-27
116,Dougie Hamilton,31,NJD,D,3,0,1,1,-1,2,0,0,0,0,1,0,0,5,0.0,76,25:22,4,7,0,0,,2025-04-27
117,Noah Hanifin,28,VEG,D,4,1,2,3,0,0,1,0,0,0,2,0,0,12,8.3,96,23:56,9,9,0,0,,2025-04-27
118,Thomas Harley,23,DAL,D,4,1,2,3,-1,0,1,0,0,0,0,2,0,3,33.3,117,29:18,13,4,0,0,,2025-04-27
119,Ryan Hartman,30,MIN,RW,4,0,4,4,0,0,0,0,0,0,3,1,0,12,0.0,70,17:25,10,4,28,30,48.3,2025-04-27
120,Erik Haula,33,NJD,LW,3,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,53,17:42,1,13,21,9,70.0,2025-04-27
121,Victor Hedman,34,TBL,D,3,0,1,1,-2,0,0,0,0,0,0,1,0,3,0.0,72,23:55,3,1,0,0,,2025-04-27
122,Emil Heineman,23,MTL,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,29,9:48,3,13,1,1,50.0,2025-04-27
123,Samuel Helenius,22,LAK,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,,10,3:23,1,5,0,1,0.0,2025-04-27
124,Adam Henrique,34,EDM,C,3,0,1,1,-1,2,0,0,0,0,1,0,0,4,0.0,39,13:06,5,15,20,20,50.0,2025-04-27
125,Tomáš Hertl,31,VEG,C,4,3,2,5,-1,0,3,0,0,0,0,2,0,12,25.0,74,18:23,2,8,36,27,57.1,2025-04-27
126,Matthew Highmore,28,OTT,LW,1,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,9,9:10,1,3,0,0,,2025-04-27
127,Vinnie Hinostroza,30,MIN,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,12,11:57,1,1,0,0,,2025-04-27
128,Roope Hintz,28,DAL,LW,4,1,0,1,-3,6,0,1,0,0,0,0,0,13,7.7,75,18:41,5,5,36,28,56.3,2025-04-27
129,Nico Hischier,26,NJD,C,3,2,0,2,-1,0,2,0,0,0,0,0,0,9,22.2,70,23:24,6,6,53,36,59.6,2025-04-27
130,Pontus Holmberg,25,TOR,RW,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,55,13:51,3,5,3,2,60.0,2025-04-27
131,Brett Howden,26,VEG,C,4,2,0,2,0,2,1,1,0,1,0,0,0,8,25.0,52,13:06,2,9,5,6,45.5,2025-04-27
132,Luke Hughes,21,NJD,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,22:20,1,0,0,0,,2025-04-27
133,Lane Hutson,20,MTL,D,3,0,3,3,0,0,0,0,0,0,2,1,0,0,,76,25:20,1,1,0,0,,2025-04-27
134,Zach Hyman,32,EDM,LW,3,1,2,3,0,2,1,0,0,0,2,0,0,6,16.7,52,17:13,1,14,0,0,,2025-04-27
135,Alex Iafallo,31,WPG,C,3,1,0,1,0,10,1,0,0,0,0,0,0,6,16.7,58,19:24,3,8,0,4,0.0,2025-04-27
136,Mattias Janmark,32,EDM,C,3,1,0,1,2,4,1,0,0,0,0,0,0,1,100.0,34,11:18,0,4,8,6,57.1,2025-04-27
137,Calle Järnkrok,33,TOR,C,4,0,1,1,0,2,0,0,0,0,1,0,0,0,,52,13:01,1,5,0,1,0.0,2025-04-27
138,Seth Jarvis,22,CAR,C,3,2,0,2,-1,2,1,1,0,0,0,0,0,6,33.3,67,22:19,5,10,0,5,0.0,2025-04-27
139,Nick Jensen,34,OTT,D,4,0,0,0,-3,2,0,0,0,0,0,0,0,2,0.0,89,22:11,3,6,0,0,,2025-04-27
140,Marcus Johansson,34,MIN,C,3,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,42,13:54,3,4,0,2,0.0,2025-04-27
141,Erik Johnson,36,COL,D,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,30,14:49,2,5,0,0,,2025-04-27
142,Wyatt Johnston,21,DAL,C,4,0,2,2,-4,4,0,0,0,0,1,1,0,9,0.0,83,20:40,2,5,22,25,46.8,2025-04-27
143,Seth Jones,30,FLA,D,3,0,1,1,2,0,0,0,0,0,1,0,0,4,0.0,76,25:13,7,8,0,0,,2025-04-27
144,Mathieu Joseph,27,STL,RW,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0.0,11,11:17,1,4,0,0,,2025-04-27
145,Evander Kane,33,EDM,LW,2,1,1,2,1,4,1,0,0,0,1,0,0,5,20.0,28,13:57,0,9,0,1,0.0,2025-04-27
146,Oliver Kapanen,21,MTL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,8:06,0,0,2,5,28.6,2025-04-27
147,Kirill Kaprizov,27,MIN,LW,4,4,4,8,3,2,2,2,0,0,4,0,0,13,30.8,91,22:48,9,4,0,0,,2025-04-27
148,William Karlsson,32,VEG,C,4,0,1,1,-2,0,0,0,0,0,0,0,1,7,0.0,67,16:40,3,0,21,27,43.8,2025-04-27
149,Parker Kelly,25,COL,F,4,0,1,1,3,2,0,0,0,0,1,0,0,3,0.0,51,12:49,4,22,0,3,0.0,2025-04-27
150,Adrian Kempe,28,LAK,LW,3,4,5,9,-4,2,4,0,0,0,0,5,0,14,28.6,65,21:33,4,5,4,3,57.1,2025-04-27
151,Joel Kiviranta,28,COL,F,4,0,0,0,0,2,0,0,0,0,0,0,0,7,0.0,45,11:17,1,11,0,0,,2025-04-27
152,Tyler Kleven,23,OTT,D,4,0,2,2,1,4,0,0,0,0,2,0,0,3,0.0,61,15:12,4,12,0,0,,2025-04-27
153,John Klingberg,32,EDM,D,2,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,37,18:19,5,1,0,0,,2025-04-27
154,Matthew Knies,22,TOR,LW,4,3,0,3,3,2,1,2,0,0,0,0,0,6,50.0,83,20:47,4,7,0,0,,2025-04-27
155,Keegan Kolesar,27,VEG,RW,4,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,48,11:55,3,16,0,1,0.0,2025-04-27
156,Anže Kopitar,37,LAK,C,3,1,6,7,-4,0,0,1,0,0,4,2,0,3,33.3,64,21:26,5,3,38,38,50.0,2025-04-27
157,Jesperi Kotkaniemi,24,CAR,C,3,0,1,1,1,0,0,0,0,0,0,1,0,9,0.0,46,15:27,5,6,15,24,38.5,2025-04-27
158,Johnathan Kovacevic,27,NJD,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,42,14:00,0,8,0,0,,2025-04-27
159,Nikita Kucherov,31,TBL,RW,3,0,4,4,3,2,0,0,0,0,3,1,0,4,0.0,66,21:56,0,4,0,0,,2025-04-27
160,Brett Kulak,31,EDM,D,3,0,1,1,2,2,0,0,0,0,1,0,0,3,0.0,69,22:52,4,3,0,0,,2025-04-27
161,Dmitry Kulikov,34,FLA,D,3,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,51,16:55,4,9,0,0,,2025-04-27
162,Andrei Kuzmenko,28,LAK,F,3,2,3,5,-2,2,0,2,0,1,2,1,0,11,18.2,55,18:24,1,2,0,0,,2025-04-27
163,Jordan Kyrou,26,STL,C,3,2,0,2,-3,0,0,2,0,0,0,0,0,8,25.0,49,16:21,0,3,0,0,,2025-04-27
164,Alex Laferriere,23,LAK,RW,3,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,49,16:13,2,6,1,2,33.3,2025-04-27
165,Patrik Laine,26,MTL,RW,2,0,1,1,-2,2,0,0,0,0,0,1,0,6,0.0,23,11:42,1,4,0,1,0.0,2025-04-27
166,Gabriel Landeskog,32,COL,LW,2,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3,28,13:57,1,8,1,2,33.3,2025-04-27
167,Scott Laughton,30,TOR,C,4,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,58,14:35,2,7,24,20,54.5,2025-04-27
168,Nick Leddy,33,STL,D,3,0,0,0,-3,2,0,0,0,0,0,0,0,1,0.0,37,12:20,0,3,0,0,,2025-04-27
169,Artturi Lehkonen,29,COL,LW,4,1,1,2,2,2,1,0,0,0,1,0,0,12,8.3,75,18:52,2,9,0,0,,2025-04-27
170,Ryan Leonard,20,WSH,RW,3,0,1,1,2,2,0,0,0,0,1,0,0,6,0.0,35,11:33,0,4,0,0,,2025-04-27
171,Trevor Lewis,38,LAK,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3:01,1,0,0,0,,2025-04-27
172,Esa Lindell,30,DAL,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,100,24:57,12,5,0,0,,2025-04-27
173,Ryan Lindgren,26,COL,D,4,0,2,2,4,8,0,0,0,0,2,0,0,5,0.0,79,19:46,6,9,0,0,,2025-04-27
174,Steven Lorentz,28,TOR,C,4,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,50,12:23,3,12,4,0,100.0,2025-04-27
175,Adam Lowry,31,WPG,LW,3,1,0,1,0,0,1,0,0,0,0,0,0,6,16.7,49,16:18,1,12,26,21,55.3,2025-04-27
176,Anton Lundell,23,FLA,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,4,0.0,48,16:05,3,3,15,15,50.0,2025-04-27
177,Eetu Luostarinen,26,FLA,C,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,49,16:10,4,14,1,3,25.0,2025-04-27
178,Ilya Lyubushkin,30,DAL,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,8,0.0,87,21:39,5,5,0,0,,2025-04-27
179,Nathan MacKinnon,29,COL,C,4,4,1,5,2,2,1,3,0,1,1,0,0,24,16.7,94,23:31,1,8,48,43,52.7,2025-04-27
180,Cale Makar,26,COL,D,4,0,2,2,0,0,0,0,0,0,0,2,0,15,0.0,107,26:41,6,7,0,0,,2025-04-27
181,Sam Malinski,26,COL,D,2,0,1,1,1,0,0,0,0,0,1,0,0,5,0.0,29,14:39,2,2,0,0,,2025-04-27
182,Jeff Malott,28,LAK,F,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,14,4:45,1,3,0,0,,2025-04-27
