rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
30,Jesper Bratt,26,NJD,W,4,1,2,3,-4,0,1,0,0,0,2,0,0,14,7.1,89,22:15,2,5,0,0,,2025-04-29
31,Justin Brazeau,26,MIN,F,4,0,2,2,2,0,0,0,0,0,2,0,0,2,0.0,34,8:27,2,17,0,0,,2025-04-29
32,Philip Broberg,23,STL,D,4,0,0,0,4,2,0,0,0,0,0,0,0,5,0.0,81,20:18,4,1,0,0,,2025-04-29
33,Jonas Brodin,31,MIN,D,4,0,1,1,2,0,0,0,0,0,1,0,0,3,0.0,105,26:16,9,5,0,0,,2025-04-29
34,Connor Brown,31,EDM,RW,4,2,0,2,-1,0,2,0,0,0,0,0,0,6,33.3,58,14:33,1,3,3,2,60.0,2025-04-29
35,Josh Brown,31,EDM,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,4:54,3,0,0,0,,2025-04-29
36,Pavel Buchnevich,29,STL,LW,4,3,4,7,1,12,2,1,0,0,2,2,0,6,50.0,78,19:27,2,8,1,1,50.0,2025-04-29
37,Zeev Buium,19,MIN,D,4,0,1,1,-1,4,0,0,0,0,0,1,0,2,0.0,54,13:36,1,3,0,0,,2025-04-29
38,Brent Burns,39,CAR,D,4,1,1,2,-1,2,1,0,0,0,1,0,0,5,20.0,90,22:31,5,2,0,0,,2025-04-29
39,Quinton Byfield,22,LAK,C,4,2,1,3,-3,2,2,0,0,0,1,0,0,13,15.4,94,23:25,1,11,21,32,39.6,2025-04-29
40,Brandon Carlo,28,TOR,D,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0.0,78,19:33,10,1,0,0,,2025-04-29
41,John Carlson,35,WSH,D,4,0,0,0,4,2,0,0,0,0,0,0,0,6,0.0,97,24:13,6,0,0,0,,2025-04-29
42,Alexandre Carrier,28,MTL,D,4,1,1,2,0,0,1,0,0,0,1,0,0,6,16.7,81,20:08,11,7,0,0,,2025-04-29
43,William Carrier,30,CAR,LW,4,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,50,12:32,2,15,0,0,,2025-04-29
44,Cole Caufield,24,MTL,RW,4,3,1,4,-4,0,1,2,0,0,1,0,0,21,14.3,79,19:39,0,2,1,1,50.0,2025-04-29
45,Cody Ceci,31,DAL,D,5,0,2,2,-3,0,0,0,0,0,2,0,0,4,0.0,114,22:48,7,11,0,0,,2025-04-29
46,Erik Černák,27,TBL,D,4,1,0,1,2,2,1,0,0,0,0,0,0,11,9.1,73,18:08,4,13,0,0,,2025-04-29
47,Thomas Chabot,28,OTT,D,4,0,1,1,-3,0,0,0,0,0,0,1,0,6,0.0,105,26:10,7,4,0,0,,2025-04-29
48,Mitchell Chaffee,27,TBL,F,3,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,34,11:13,1,6,0,0,,2025-04-29
49,Jalen Chatfield,28,CAR,D,4,1,0,1,4,4,1,0,0,0,0,0,0,3,33.3,82,20:37,5,4,0,0,,2025-04-29
50,Dennis Cholowski,26,NJD,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,18,8:59,2,0,0,0,,2025-04-29
51,Jakob Chychrun,26,WSH,D,4,1,1,2,5,4,1,0,0,0,1,0,0,8,12.5,91,22:51,13,5,0,0,,2025-04-29
52,Anthony Cirelli,27,TBL,C,4,1,0,1,-3,18,1,0,0,0,0,0,0,3,33.3,62,15:24,8,13,26,28,48.1,2025-04-29
53,Brandt Clarke,21,LAK,D,4,1,0,1,2,0,0,1,0,0,0,0,0,4,25.0,47,11:49,5,2,0,0,,2025-04-29
54,Ross Colton,28,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:04,0,3,1,0,100.0,2025-04-29
55,Kyle Connor,28,WPG,LW,4,3,2,5,-1,0,3,0,0,2,1,1,0,11,27.3,80,20:02,4,1,0,0,,2025-04-29
56,Paul Cotter,25,NJD,C,4,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,56,14:00,3,13,0,1,0.0,2025-04-29
57,Nick Cousins,31,OTT,C,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,31,10:26,0,8,0,0,,2025-04-29
58,Charlie Coyle,32,COL,C,5,1,0,1,-4,2,1,0,0,0,0,0,0,4,25.0,71,14:14,2,21,37,26,58.7,2025-04-29
59,Dylan Cozens,23,OTT,C,4,0,1,1,-1,12,0,0,0,0,1,0,0,11,0.0,67,16:41,1,21,15,20,42.9,2025-04-29
60,Evgenii Dadonov,35,DAL,RW,5,1,1,2,2,2,1,0,0,0,1,0,0,8,12.5,66,13:08,3,10,0,0,,2025-04-29
61,Phillip Danault,31,LAK,C,4,2,5,7,3,0,2,0,0,1,3,2,0,7,28.6,86,21:31,10,6,45,42,51.7,2025-04-29
62,Dylan DeMelo,31,WPG,D,3,0,1,1,0,2,0,0,0,0,1,0,0,4,0.0,63,20:52,5,5,0,0,,2025-04-29
63,Ivan Demidov,19,MTL,RW,4,0,2,2,-4,0,0,0,0,0,0,2,0,2,0.0,54,13:31,1,7,0,0,,2025-04-29
64,Brenden Dillon,34,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:53,0,4,0,0,,2025-04-29
65,Max Domi,29,TOR,LW,4,1,0,1,-1,4,1,0,0,1,0,0,0,7,14.3,57,14:17,0,7,16,11,59.3,2025-04-29
66,Pavel Dorofeyev,24,VEG,LW,4,1,1,2,-4,0,0,1,0,0,0,1,0,13,7.7,71,17:42,2,3,0,0,,2025-04-29
67,Drew Doughty,35,LAK,D,4,1,2,3,-3,4,0,1,0,0,2,0,0,8,12.5,109,27:16,6,2,0,0,,2025-04-29
68,Nic Dowd,34,WSH,C,4,0,1,1,1,4,0,0,0,0,1,0,0,5,0.0,59,14:46,9,10,29,23,55.8,2025-04-29
69,Justin Dowling,34,NJD,C,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,46,11:23,0,10,17,23,42.5,2025-04-29
70,Leon Draisaitl,29,EDM,C,4,3,6,9,5,2,2,1,0,1,3,3,0,13,23.1,94,23:23,1,7,40,33,54.8,2025-04-29
71,Jonathan Drouin,29,COL,LW,5,0,3,3,-5,0,0,0,0,0,0,3,0,6,0.0,84,16:52,3,4,3,0,100.0,2025-04-29
72,Jack Drury,24,COL,C,5,1,1,2,2,2,1,0,0,0,1,0,0,5,20.0,66,13:18,3,6,28,20,58.3,2025-04-29
73,Pierre-Luc Dubois,26,WSH,LW,4,0,1,1,2,2,0,0,0,0,1,0,0,6,0.0,69,17:19,3,8,32,25,56.1,2025-04-29
74,Matt Duchene,34,DAL,C,5,0,1,1,-3,2,0,0,0,0,0,1,0,8,0.0,89,17:53,3,4,11,10,52.4,2025-04-29
75,Brandon Duhaime,27,WSH,RW,4,2,0,2,0,6,2,0,0,0,0,0,0,6,33.3,60,15:03,4,15,0,2,0.0,2025-04-29
76,Brian Dumoulin,33,NJD,D,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,109,27:22,11,12,0,0,,2025-04-29
77,Christian Dvorak,28,MTL,C,4,2,0,2,-1,4,2,0,0,1,0,0,0,6,33.3,64,16:01,5,3,30,33,47.6,2025-04-29
78,Joel Edmundson,31,LAK,D,4,0,1,1,4,2,0,0,0,0,1,0,0,2,0.0,99,24:52,14,10,0,0,,2025-04-29
79,Jack Eichel,28,VEG,C,4,0,1,1,-7,0,0,0,0,0,0,1,0,11,0.0,88,22:07,1,11,31,42,42.5,2025-04-29
80,Aaron Ekblad,28,FLA,D,2,1,0,1,-3,0,1,0,0,0,0,0,0,3,33.3,43,21:16,4,6,0,0,,2025-04-29
81,Oliver Ekman-Larsson,33,TOR,D,4,2,0,2,2,2,2,0,0,0,0,0,0,6,33.3,83,20:38,5,4,0,0,,2025-04-29
82,Lars Eller,35,WSH,C,4,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,45,11:16,0,10,15,15,50.0,2025-04-29
83,Ty Emberson,24,EDM,D,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,48,11:56,3,8,0,0,,2025-04-29
84,Joel Eriksson Ek,28,MIN,C,4,0,1,1,3,4,0,0,0,0,1,0,0,17,0.0,90,22:37,8,7,60,45,57.1,2025-04-29
85,Jake Evans,28,MTL,C,4,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,62,15:31,2,8,28,23,54.9,2025-04-29
86,Brock Faber,22,MIN,D,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0.0,112,27:59,7,3,0,0,,2025-04-29
87,Radek Faksa,31,STL,C,4,0,1,1,1,2,0,0,0,0,1,0,0,0,,55,13:50,3,14,27,21,56.3,2025-04-29
88,Justin Faulk,32,STL,D,4,1,2,3,3,0,1,0,0,0,1,1,0,7,14.3,87,21:47,5,13,0,0,,2025-04-29
89,Kevin Fiala,28,LAK,LW,4,3,2,5,1,2,1,2,0,0,0,2,0,19,15.8,87,21:50,5,11,0,0,,2025-04-29
90,Haydn Fleury,28,WPG,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,12:58,0,1,0,0,,2025-04-29
91,Warren Foegele,28,LAK,LW,4,1,2,3,1,0,1,0,0,0,1,1,0,17,5.9,78,19:25,4,12,2,2,50.0,2025-04-29
92,Marcus Foligno,33,MIN,LW,4,3,0,3,2,4,2,0,1,0,0,0,0,4,75.0,65,16:18,2,35,1,2,33.3,2025-04-29
93,Gustav Forsling,28,FLA,D,4,0,0,0,-1,4,0,0,0,0,0,0,0,8,0.0,92,22:53,6,3,0,0,,2025-04-29
94,Cam Fowler,33,STL,D,4,1,7,8,0,0,1,0,0,1,2,5,0,9,11.1,80,19:54,6,1,0,0,,2025-04-29
95,Trent Frederic,26,EDM,C,4,0,1,1,-1,2,0,0,0,0,1,0,0,4,0.0,43,10:40,1,15,1,0,100.0,2025-04-29
96,Brendan Gallagher,32,MTL,RW,4,0,2,2,-6,0,0,0,0,0,1,1,0,9,0.0,63,15:42,1,11,0,1,0.0,2025-04-29
97,Adam Gaudette,28,OTT,C,4,1,1,2,1,4,1,0,0,0,1,0,0,2,50.0,39,9:50,5,6,6,12,33.3,2025-04-29
98,Frédérick Gaudreau,31,MIN,C,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,59,14:40,5,6,16,23,41.0,2025-04-29
99,Vladislav Gavrikov,29,LAK,D,4,0,2,2,-1,2,0,0,0,0,2,0,0,5,0.0,90,22:33,6,4,0,0,,2025-04-29
100,Conor Geekie,20,TBL,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,37,12:10,2,7,0,1,0.0,2025-04-29
101,Samuel Girard,26,COL,D,5,1,2,3,2,0,1,0,0,0,2,0,0,6,16.7,91,18:16,4,7,0,0,,2025-04-29
102,Zemgus Girgensons,31,TBL,C,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,46,11:33,0,8,2,5,28.6,2025-04-29
103,Claude Giroux,37,OTT,C,4,1,2,3,0,0,0,1,0,0,1,1,0,6,16.7,71,17:39,0,4,19,23,45.2,2025-04-29
104,Cody Glass,25,NJD,C,4,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,52,13:05,3,9,23,19,54.8,2025-04-29
105,Luke Glendening,35,TBL,C,4,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,40,9:55,5,8,26,19,57.8,2025-04-29
106,Gage Goncalves,24,TBL,C,4,0,3,3,-1,2,0,0,0,0,3,0,0,0,,65,16:22,4,13,1,0,100.0,2025-04-29
107,Shayne Gostisbehere,31,CAR,D,4,1,1,2,-1,2,1,0,0,0,0,1,0,3,33.3,77,19:16,5,2,0,0,,2025-04-29
108,Yanni Gourde,33,TBL,C,4,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,58,14:28,3,8,3,5,37.5,2025-04-29
109,Mikael Granlund,32,DAL,C,5,0,1,1,0,2,0,0,0,0,0,1,0,4,0.0,92,18:25,8,7,5,5,50.0,2025-04-29
110,A.J. Greer,28,FLA,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,4,4:19,0,2,0,0,,2025-04-29
111,Ridly Greig,22,OTT,C,4,1,0,1,-2,4,1,0,0,0,0,0,0,5,20.0,72,18:02,2,9,3,4,42.9,2025-04-29
112,Jake Guentzel,30,TBL,C,4,2,3,5,-1,4,1,1,0,0,3,0,0,12,16.7,89,22:21,1,6,4,11,26.7,2025-04-29
113,Kaiden Guhle,23,MTL,D,4,0,0,0,-3,4,0,0,0,0,0,0,0,4,0.0,88,21:56,3,12,0,0,,2025-04-29
114,David Gustafsson,24,WPG,C,4,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,29,7:18,2,2,3,3,50.0,2025-04-29
115,Brandon Hagel,26,TBL,LW,3,0,0,0,-4,5,0,0,0,0,0,0,0,3,0.0,53,17:43,2,5,0,1,0.0,2025-04-29
116,Nicolas Hague,26,VEG,D,4,0,0,0,0,2,0,0,0,0,0,0,0,6,0.0,71,17:49,5,10,0,0,,2025-04-29
117,Taylor Hall,33,CAR,LW,4,0,2,2,0,0,0,0,0,0,1,1,0,7,0.0,60,15:02,1,2,0,4,0.0,2025-04-29
118,Dougie Hamilton,31,NJD,D,4,0,1,1,-4,6,0,0,0,0,1,0,0,8,0.0,99,24:40,6,10,0,0,,2025-04-29
119,Noah Hanifin,28,VEG,D,4,1,2,3,0,0,1,0,0,0,2,0,0,12,8.3,96,23:56,9,9,0,0,,2025-04-29
120,Thomas Harley,23,DAL,D,5,2,2,4,1,0,2,0,0,0,0,2,0,5,40.0,143,28:39,16,5,0,0,,2025-04-29
121,Ryan Hartman,30,MIN,RW,4,0,4,4,0,0,0,0,0,0,3,1,0,12,0.0,70,17:25,10,4,28,30,48.3,2025-04-29
122,Erik Haula,33,NJD,LW,4,0,1,1,0,0,0,0,0,0,1,0,0,7,0.0,69,17:18,2,18,26,18,59.1,2025-04-29
123,Victor Hedman,34,TBL,D,4,0,1,1,-4,0,0,0,0,0,0,1,0,7,0.0,96,24:00,4,3,0,0,,2025-04-29
124,Emil Heineman,23,MTL,LW,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,38,9:26,4,14,1,2,33.3,2025-04-29
125,Samuel Helenius,22,LAK,C,4,0,0,0,-1,0,0,0,0,0,0,0,0,0,,12,2:58,1,9,0,1,0.0,2025-04-29
126,Adam Henrique,34,EDM,C,4,0,1,1,-2,2,0,0,0,0,1,0,0,6,0.0,60,14:54,5,20,27,28,49.1,2025-04-29
127,Tomáš Hertl,31,VEG,C,4,3,2,5,-1,0,3,0,0,0,0,2,0,12,25.0,74,18:23,2,8,36,27,57.1,2025-04-29
128,Matthew Highmore,28,OTT,LW,1,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,9,9:10,1,3,0,0,,2025-04-29
129,Vinnie Hinostroza,30,MIN,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,12,11:57,1,1,0,0,,2025-04-29
130,Roope Hintz,28,DAL,LW,5,2,1,3,-1,8,1,1,0,0,1,0,0,18,11.1,93,18:37,6,7,41,37,52.6,2025-04-29
131,Nico Hischier,26,NJD,C,4,3,0,3,-1,0,3,0,0,0,0,0,0,12,25.0,90,22:29,6,8,66,51,56.4,2025-04-29
132,Pontus Holmberg,25,TOR,RW,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,55,13:51,3,5,3,2,60.0,2025-04-29
133,Brett Howden,26,VEG,C,4,2,0,2,0,2,1,1,0,1,0,0,0,8,25.0,52,13:06,2,9,5,6,45.5,2025-04-29
134,Luke Hughes,21,NJD,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,22:20,1,0,0,0,,2025-04-29
135,Lane Hutson,20,MTL,D,4,0,5,5,-3,0,0,0,0,0,2,3,0,3,0.0,97,24:15,1,1,0,0,,2025-04-29
136,Zach Hyman,32,EDM,LW,4,1,2,3,0,2,1,0,0,0,2,0,0,6,16.7,73,18:13,3,26,0,0,,2025-04-29
137,Alex Iafallo,31,WPG,C,4,1,0,1,-2,10,1,0,0,0,0,0,0,6,16.7,74,18:33,3,12,0,5,0.0,2025-04-29
138,Mark Jankowski,30,CAR,C,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,13,13:26,1,1,5,4,55.6,2025-04-29
139,Mattias Janmark,32,EDM,C,4,1,0,1,2,6,1,0,0,0,0,0,0,2,50.0,45,11:19,0,4,8,14,36.4,2025-04-29
140,Calle Järnkrok,33,TOR,C,4,0,1,1,0,2,0,0,0,0,1,0,0,0,,52,13:01,1,5,0,1,0.0,2025-04-29
141,Seth Jarvis,22,CAR,C,4,2,1,3,0,2,1,1,0,0,0,1,0,8,25.0,84,21:03,5,12,1,8,11.1,2025-04-29
142,Nick Jensen,34,OTT,D,4,0,0,0,-3,2,0,0,0,0,0,0,0,2,0.0,89,22:11,3,6,0,0,,2025-04-29
143,Marcus Johansson,34,MIN,C,3,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,42,13:54,3,4,0,2,0.0,2025-04-29
144,Erik Johnson,36,COL,D,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,30,14:49,2,5,0,0,,2025-04-29
145,Wyatt Johnston,21,DAL,C,5,2,3,5,-2,4,1,1,0,0,2,1,0,11,18.2,104,20:49,3,6,31,29,51.7,2025-04-29
146,Seth Jones,30,FLA,D,4,1,1,2,3,0,1,0,0,1,1,0,0,5,20.0,102,25:29,7,9,0,0,,2025-04-29
147,Mathieu Joseph,27,STL,RW,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0.0,11,11:17,1,4,0,0,,2025-04-29
148,Evander Kane,33,EDM,LW,3,1,1,2,-1,4,1,0,0,0,1,0,0,9,11.1,51,17:05,0,13,1,1,50.0,2025-04-29
149,Oliver Kapanen,21,MTL,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,14,6:50,0,0,5,7,41.7,2025-04-29
150,Kirill Kaprizov,27,MIN,LW,4,4,4,8,3,2,2,2,0,0,4,0,0,13,30.8,91,22:48,9,4,0,0,,2025-04-29
151,William Karlsson,32,VEG,C,4,0,1,1,-2,0,0,0,0,0,0,0,1,7,0.0,67,16:40,3,0,21,27,43.8,2025-04-29
152,Parker Kelly,25,COL,F,5,0,1,1,3,16,0,0,0,0,1,0,0,5,0.0,62,12:28,5,27,0,5,0.0,2025-04-29
153,Adrian Kempe,28,LAK,LW,4,4,5,9,-5,4,4,0,0,0,0,5,0,18,22.2,89,22:15,6,8,4,3,57.1,2025-04-29
154,Joel Kiviranta,28,COL,F,5,0,0,0,0,2,0,0,0,0,0,0,0,8,0.0,56,11:07,2,15,0,0,,2025-04-29
155,Tyler Kleven,23,OTT,D,4,0,2,2,1,4,0,0,0,0,2,0,0,3,0.0,61,15:12,4,12,0,0,,2025-04-29
156,John Klingberg,32,EDM,D,3,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,63,20:55,6,2,0,0,,2025-04-29
157,Matthew Knies,22,TOR,LW,4,3,0,3,3,2,1,2,0,0,0,0,0,6,50.0,83,20:47,4,7,0,0,,2025-04-29
158,Keegan Kolesar,27,VEG,RW,4,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,48,11:55,3,16,0,1,0.0,2025-04-29
159,Anže Kopitar,37,LAK,C,4,1,6,7,-5,0,0,1,0,0,4,2,0,4,25.0,90,22:28,6,4,55,45,55.0,2025-04-29
160,Jesperi Kotkaniemi,24,CAR,C,4,0,1,1,1,10,0,0,0,0,0,1,0,9,0.0,59,14:43,5,7,18,29,38.3,2025-04-29
161,Johnathan Kovacevic,27,NJD,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,42,14:00,0,8,0,0,,2025-04-29
162,Nikita Kucherov,31,TBL,RW,4,0,4,4,2,2,0,0,0,0,3,1,0,5,0.0,91,22:50,0,4,0,0,,2025-04-29
163,Brett Kulak,31,EDM,D,4,0,1,1,3,2,0,0,0,0,1,0,0,6,0.0,98,24:31,6,3,0,0,,2025-04-29
164,Dmitry Kulikov,34,FLA,D,4,0,2,2,1,2,0,0,0,0,2,0,0,3,0.0,66,16:26,4,14,0,0,,2025-04-29
165,Andrei Kuzmenko,28,LAK,F,4,2,3,5,-2,2,0,2,0,1,2,1,0,12,16.7,75,18:43,1,4,0,0,,2025-04-29
166,Jordan Kyrou,26,STL,C,4,2,0,2,-2,0,0,2,0,0,0,0,0,10,20.0,64,15:59,0,4,0,0,,2025-04-29
167,Alex Laferriere,23,LAK,RW,4,0,1,1,0,0,0,0,0,0,1,0,0,8,0.0,75,18:39,4,11,1,6,14.3,2025-04-29
168,Patrik Laine,26,MTL,RW,2,0,1,1,-2,2,0,0,0,0,0,1,0,6,0.0,23,11:42,1,4,0,1,0.0,2025-04-29
169,Gabriel Landeskog,32,COL,LW,3,1,1,2,1,0,1,0,0,0,1,0,0,4,25.0,46,15:23,1,9,2,6,25.0,2025-04-29
170,Scott Laughton,30,TOR,C,4,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,58,14:35,2,7,24,20,54.5,2025-04-29
171,Nick Leddy,33,STL,D,4,0,1,1,-2,2,0,0,0,0,1,0,0,1,0.0,55,13:48,2,3,0,0,,2025-04-29
172,Artturi Lehkonen,29,COL,LW,5,2,1,3,2,4,2,0,0,0,1,0,0,13,15.4,94,18:45,2,13,0,0,,2025-04-29
173,Ryan Leonard,20,WSH,RW,4,0,1,1,2,2,0,0,0,0,1,0,0,6,0.0,44,11:01,0,6,0,0,,2025-04-29
174,Trevor Lewis,38,LAK,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,4:10,1,5,0,0,,2025-04-29
175,Esa Lindell,30,DAL,D,5,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,123,24:41,15,6,0,0,,2025-04-29
176,Ryan Lindgren,26,COL,D,5,0,2,2,4,8,0,0,0,0,2,0,0,5,0.0,96,19:16,9,12,0,0,,2025-04-29
177,Steven Lorentz,28,TOR,C,4,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,50,12:23,3,12,4,0,100.0,2025-04-29
178,Adam Lowry,31,WPG,LW,4,1,0,1,-1,14,1,0,0,0,0,0,0,7,14.3,66,16:24,1,18,39,27,59.1,2025-04-29
179,Anton Lundell,23,FLA,C,4,1,1,2,1,2,1,0,0,0,1,0,0,7,14.3,64,15:54,4,4,20,20,50.0,2025-04-29
180,Eetu Luostarinen,26,FLA,C,4,0,1,1,2,2,0,0,0,0,1,0,0,2,0.0,64,15:54,5,16,1,4,20.0,2025-04-29
181,Ilya Lyubushkin,30,DAL,D,5,0,1,1,0,0,0,0,0,0,1,0,0,8,0.0,104,20:49,7,5,0,0,,2025-04-29
182,Nathan MacKinnon,29,COL,C,5,5,2,7,2,2,2,3,0,1,2,0,0,31,16.1,115,23:00,2,9,59,55,51.8,2025-04-29
