rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
42,Alexandre Carrier,28,MTL,D,5,1,1,2,0,0,1,0,0,0,1,0,0,8,12.5,104,20:44,15,7,0,0,,2025-05-08
43,William Carrier,30,CAR,LW,6,0,0,0,1,2,0,0,0,0,0,0,0,8,0.0,70,11:42,3,24,0,0,,2025-05-08
44,Seamus Casey,21,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:13,2,1,0,0,,2025-05-08
45,Cole Caufield,24,MTL,RW,5,3,1,4,-6,0,1,2,0,0,1,0,0,24,12.5,98,19:35,0,5,1,1,50.0,2025-05-08
46,Cody Ceci,31,DAL,D,8,0,3,3,0,2,0,0,0,0,3,0,0,6,0.0,186,23:16,17,13,0,0,,2025-05-08
47,Erik Černák,27,TBL,D,5,1,0,1,1,4,1,0,0,0,0,0,0,14,7.1,90,17:56,7,15,0,0,,2025-05-08
48,Thomas Chabot,28,OTT,D,6,1,3,4,1,2,1,0,0,1,2,1,0,11,9.1,150,24:58,8,8,0,0,,2025-05-08
49,Mitchell Chaffee,27,TBL,F,4,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,45,11:20,1,8,0,0,,2025-05-08
50,Jalen Chatfield,28,CAR,D,6,1,0,1,4,4,1,0,0,0,0,0,0,3,33.3,133,22:14,7,7,0,0,,2025-05-08
51,Dennis Cholowski,26,NJD,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,18,8:59,2,0,0,0,,2025-05-08
52,Jakob Chychrun,26,WSH,D,6,2,1,3,7,6,2,0,0,1,1,0,0,10,20.0,143,23:46,18,6,0,0,,2025-05-08
53,Anthony Cirelli,27,TBL,C,5,1,0,1,-4,18,1,0,0,0,0,0,0,5,20.0,81,16:15,8,14,33,35,48.5,2025-05-08
54,Brandt Clarke,21,LAK,D,6,2,0,2,1,0,1,1,0,0,0,0,0,6,33.3,77,12:47,6,4,0,0,,2025-05-08
55,Ross Colton,28,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:04,0,3,1,0,100.0,2025-05-08
56,Kyle Connor,28,WPG,LW,8,4,8,12,1,0,4,0,0,2,5,3,0,25,16.0,183,22:49,4,6,0,0,,2025-05-08
57,Paul Cotter,25,NJD,C,5,0,1,1,-1,2,0,0,0,0,1,0,0,5,0.0,72,14:25,3,22,0,1,0.0,2025-05-08
58,Nick Cousins,31,OTT,C,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,47,9:20,1,14,1,1,50.0,2025-05-08
59,Charlie Coyle,32,COL,C,7,1,0,1,-4,2,1,0,0,0,0,0,0,7,14.3,90,12:50,3,23,46,34,57.5,2025-05-08
60,Dylan Cozens,23,OTT,C,6,1,1,2,-2,12,0,0,1,0,1,0,0,13,7.7,100,16:36,1,27,26,32,44.8,2025-05-08
61,Evgenii Dadonov,35,DAL,RW,8,1,2,3,0,2,1,0,0,0,2,0,0,12,8.3,99,12:25,5,11,0,0,,2025-05-08
62,Phillip Danault,31,LAK,C,6,2,6,8,2,0,2,0,0,1,4,2,0,9,22.2,124,20:39,12,13,64,57,52.9,2025-05-08
63,Dylan DeMelo,31,WPG,D,7,1,1,2,-3,6,1,0,0,0,1,0,0,10,10.0,157,22:30,9,14,0,0,,2025-05-08
64,Ivan Demidov,19,MTL,RW,5,0,2,2,-5,0,0,0,0,0,0,2,0,2,0.0,72,14:29,2,8,0,0,,2025-05-08
65,Brenden Dillon,34,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:53,0,4,0,0,,2025-05-08
66,Max Domi,29,TOR,LW,8,2,2,4,0,6,2,0,0,1,1,1,0,12,16.7,105,13:05,1,13,32,24,57.1,2025-05-08
67,Pavel Dorofeyev,24,VEG,LW,5,1,1,2,-5,0,0,1,0,0,0,1,0,18,5.6,88,17:40,2,3,0,0,,2025-05-08
68,Drew Doughty,35,LAK,D,6,1,3,4,-7,6,0,1,0,0,3,0,0,10,10.0,163,27:12,7,12,0,0,,2025-05-08
69,Nic Dowd,34,WSH,C,6,0,1,1,0,4,0,0,0,0,1,0,0,7,0.0,95,15:46,12,13,43,49,46.7,2025-05-08
70,Justin Dowling,34,NJD,C,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,56,11:15,1,12,22,26,45.8,2025-05-08
71,Leon Draisaitl,29,EDM,C,7,4,8,12,7,2,3,1,0,1,5,3,0,20,20.0,159,22:45,4,9,63,52,54.8,2025-05-08
72,Jonathan Drouin,29,COL,LW,7,0,3,3,-6,0,0,0,0,0,0,3,0,9,0.0,102,14:37,4,5,4,3,57.1,2025-05-08
73,Jack Drury,24,COL,C,7,1,1,2,2,4,1,0,0,0,1,0,0,9,11.1,90,12:54,4,8,38,23,62.3,2025-05-08
74,Pierre-Luc Dubois,26,WSH,LW,6,0,2,2,4,4,0,0,0,0,2,0,0,8,0.0,102,16:58,6,15,44,38,53.7,2025-05-08
75,Matt Duchene,34,DAL,C,8,0,4,4,-7,4,0,0,0,0,0,4,0,11,0.0,139,17:21,6,4,26,21,55.3,2025-05-08
76,Brandon Duhaime,27,WSH,RW,6,3,1,4,0,10,3,0,0,0,1,0,0,9,33.3,88,14:41,13,24,1,4,20.0,2025-05-08
77,Brian Dumoulin,33,NJD,D,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,147,29:21,14,14,0,0,,2025-05-08
78,Christian Dvorak,28,MTL,C,5,2,0,2,-1,4,2,0,0,1,0,0,0,7,28.6,82,16:22,5,5,40,39,50.6,2025-05-08
79,Joel Edmundson,31,LAK,D,6,0,1,1,2,2,0,0,0,0,1,0,0,2,0.0,139,23:14,17,16,0,0,,2025-05-08
80,Nikolaj Ehlers,28,WPG,LW,3,0,1,1,-2,2,0,0,0,0,1,0,0,10,0.0,61,20:16,1,8,0,0,,2025-05-08
81,Jack Eichel,28,VEG,C,7,1,5,6,-5,0,1,0,0,0,2,2,1,21,4.8,158,22:31,8,14,49,63,43.8,2025-05-08
82,Aaron Ekblad,28,FLA,D,3,1,1,2,-1,0,1,0,0,0,1,0,0,6,16.7,63,20:50,4,8,0,0,,2025-05-08
83,Oliver Ekman-Larsson,33,TOR,D,8,2,2,4,1,2,2,0,0,0,2,0,0,8,25.0,153,19:05,7,12,0,0,,2025-05-08
84,Lars Eller,35,WSH,C,6,0,1,1,0,2,0,0,0,0,1,0,0,2,0.0,67,11:10,1,12,25,21,54.3,2025-05-08
85,Ty Emberson,24,EDM,D,7,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,71,10:11,3,11,0,0,,2025-05-08
86,Joel Eriksson Ek,28,MIN,C,6,0,3,3,0,4,0,0,0,0,2,1,0,19,0.0,132,22:00,10,8,82,71,53.6,2025-05-08
87,Jake Evans,28,MTL,C,5,0,1,1,0,2,0,0,0,0,1,0,0,4,0.0,78,15:30,2,11,36,30,54.5,2025-05-08
88,Brock Faber,22,MIN,D,6,0,0,0,2,2,0,0,0,0,0,0,0,4,0.0,162,27:04,12,4,0,0,,2025-05-08
89,Radek Faksa,31,STL,C,7,1,4,5,7,2,1,0,0,0,4,0,0,2,50.0,106,15:06,5,21,53,41,56.4,2025-05-08
90,Justin Faulk,32,STL,D,7,1,2,3,3,8,1,0,0,0,1,1,0,12,8.3,166,23:43,13,19,0,0,,2025-05-08
91,Kevin Fiala,28,LAK,LW,6,3,4,7,0,2,1,2,0,0,2,2,0,25,12.0,131,21:53,5,20,0,0,,2025-05-08
92,Haydn Fleury,28,WPG,D,3,0,1,1,2,2,0,0,0,0,1,0,0,1,0.0,63,21:01,4,7,0,0,,2025-05-08
93,Warren Foegele,28,LAK,LW,6,1,2,3,1,0,1,0,0,0,1,1,0,25,4.0,112,18:41,5,19,2,3,40.0,2025-05-08
94,Marcus Foligno,33,MIN,LW,6,3,1,4,4,6,2,0,1,0,1,0,0,10,30.0,96,16:04,3,42,1,4,20.0,2025-05-08
95,Gustav Forsling,28,FLA,D,7,0,1,1,1,4,0,0,0,0,1,0,0,14,0.0,161,22:58,12,9,0,0,,2025-05-08
96,Cam Fowler,33,STL,D,7,2,8,10,2,0,2,0,0,1,3,5,0,12,16.7,163,23:17,9,2,0,0,,2025-05-08
97,Trent Frederic,26,EDM,C,7,1,2,3,1,2,1,0,0,1,2,0,0,9,11.1,77,10:56,2,21,3,1,75.0,2025-05-08
98,Brendan Gallagher,32,MTL,RW,5,0,2,2,-7,0,0,0,0,0,1,1,0,13,0.0,78,15:37,1,16,0,1,0.0,2025-05-08
99,Adam Gaudette,28,OTT,C,6,1,2,3,2,4,1,0,0,0,1,0,1,4,25.0,56,9:17,5,9,9,17,34.6,2025-05-08
100,Frédérick Gaudreau,31,MIN,C,6,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,87,14:27,6,8,22,34,39.3,2025-05-08
101,Vladislav Gavrikov,29,LAK,D,6,0,2,2,-1,2,0,0,0,0,2,0,0,5,0.0,126,21:00,10,4,0,0,,2025-05-08
102,Conor Geekie,20,TBL,C,4,0,1,1,0,2,0,0,0,0,1,0,0,3,0.0,49,12:22,3,8,1,1,50.0,2025-05-08
103,Samuel Girard,26,COL,D,7,1,2,3,2,0,1,0,0,0,2,0,0,7,14.3,123,17:38,8,9,0,0,,2025-05-08
104,Zemgus Girgensons,31,TBL,C,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,55,10:56,0,13,2,5,28.6,2025-05-08
105,Claude Giroux,37,OTT,C,6,1,4,5,3,0,0,1,0,0,3,1,0,7,14.3,105,17:30,1,7,29,35,45.3,2025-05-08
106,Cody Glass,25,NJD,C,5,0,0,0,-2,2,0,0,0,0,0,0,0,6,0.0,70,14:06,4,9,27,25,51.9,2025-05-08
107,Luke Glendening,35,TBL,C,5,1,1,2,2,0,1,0,0,0,1,0,0,1,100.0,49,9:43,5,13,31,27,53.4,2025-05-08
108,Gage Goncalves,24,TBL,C,5,1,3,4,-2,2,1,0,0,0,3,0,0,4,25.0,85,16:54,4,15,1,0,100.0,2025-05-08
109,Shayne Gostisbehere,31,CAR,D,6,1,3,4,-2,2,1,0,0,0,0,3,0,8,12.5,121,20:10,9,2,0,0,,2025-05-08
110,Yanni Gourde,33,TBL,C,5,0,1,1,-3,0,0,0,0,0,1,0,0,2,0.0,73,14:31,6,9,5,7,41.7,2025-05-08
111,Mikael Granlund,32,DAL,C,8,1,1,2,0,4,1,0,0,0,0,1,0,10,10.0,141,17:40,9,9,7,7,50.0,2025-05-08
112,A.J. Greer,28,FLA,LW,3,0,0,0,-4,0,0,0,0,0,0,0,0,0,,16,5:16,0,11,0,0,,2025-05-08
113,Ridly Greig,22,OTT,C,6,1,0,1,-1,8,1,0,0,0,0,0,0,9,11.1,108,18:01,2,11,3,4,42.9,2025-05-08
114,Jake Guentzel,30,TBL,C,5,3,3,6,-3,6,1,2,0,0,3,0,0,16,18.8,114,22:45,2,6,10,11,47.6,2025-05-08
115,Kaiden Guhle,23,MTL,D,5,0,0,0,-3,4,0,0,0,0,0,0,0,6,0.0,109,21:48,3,15,0,0,,2025-05-08
116,David Gustafsson,24,WPG,C,4,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,29,7:18,2,2,3,3,50.0,2025-05-08
117,Brandon Hagel,26,TBL,LW,3,0,0,0,-4,5,0,0,0,0,0,0,0,3,0.0,53,17:43,2,5,0,1,0.0,2025-05-08
118,Nicolas Hague,26,VEG,D,7,0,1,1,1,4,0,0,0,0,1,0,0,8,0.0,115,16:23,11,12,0,0,,2025-05-08
119,Taylor Hall,33,CAR,LW,6,1,2,3,0,0,1,0,0,0,1,1,0,13,7.7,96,15:56,1,4,0,5,0.0,2025-05-08
120,Dougie Hamilton,31,NJD,D,5,0,2,2,-3,6,0,0,0,0,2,0,0,10,0.0,125,25:01,7,11,0,0,,2025-05-08
121,Noah Hanifin,28,VEG,D,7,1,2,3,-4,2,1,0,0,0,2,0,0,17,5.9,162,23:08,14,11,0,0,,2025-05-08
122,Thomas Harley,23,DAL,D,8,2,4,6,-4,2,2,0,0,0,1,3,0,12,16.7,222,27:47,24,11,0,0,,2025-05-08
123,Ryan Hartman,30,MIN,RW,6,2,4,6,1,2,2,0,0,0,3,1,0,18,11.1,105,17:26,11,5,40,46,46.5,2025-05-08
124,Erik Haula,33,NJD,LW,5,0,1,1,-1,2,0,0,0,0,1,0,0,9,0.0,93,18:36,3,20,31,21,59.6,2025-05-08
125,Victor Hedman,34,TBL,D,5,0,3,3,-6,0,0,0,0,0,1,2,0,10,0.0,123,24:32,6,3,0,0,,2025-05-08
126,Emil Heineman,23,MTL,LW,5,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,45,9:04,4,16,1,2,33.3,2025-05-08
127,Samuel Helenius,22,LAK,C,6,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,24,3:58,2,14,6,3,66.7,2025-05-08
128,Adam Henrique,34,EDM,C,7,1,1,2,1,2,1,0,0,0,1,0,0,16,6.3,103,14:46,8,28,50,38,56.8,2025-05-08
129,Tomáš Hertl,31,VEG,C,7,3,2,5,-3,0,3,0,0,0,0,2,0,17,17.6,129,18:22,2,19,60,49,55.0,2025-05-08
130,Matthew Highmore,28,OTT,LW,1,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,9,9:10,1,3,0,0,,2025-05-08
131,Vinnie Hinostroza,30,MIN,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,12,11:57,1,1,0,0,,2025-05-08
132,Roope Hintz,28,DAL,LW,8,4,4,8,-1,10,2,2,0,0,3,1,0,26,15.4,144,18:03,10,7,68,63,51.9,2025-05-08
133,Nico Hischier,26,NJD,C,5,4,0,4,0,0,4,0,0,0,0,0,0,16,25.0,121,24:12,7,11,89,75,54.3,2025-05-08
134,Pontus Holmberg,25,TOR,RW,8,0,1,1,1,4,0,0,0,0,1,0,0,6,0.0,96,11:57,5,9,5,5,50.0,2025-05-08
135,Brett Howden,26,VEG,C,7,3,0,3,1,2,2,1,0,2,0,0,0,11,27.3,89,12:41,6,20,12,18,40.0,2025-05-08
136,Luke Hughes,21,NJD,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,22:20,1,0,0,0,,2025-05-08
137,Lane Hutson,20,MTL,D,5,0,5,5,-5,0,0,0,0,0,2,3,0,5,0.0,124,24:50,2,1,0,0,,2025-05-08
138,Zach Hyman,32,EDM,LW,7,3,3,6,2,4,3,0,0,1,2,1,0,15,20.0,128,18:16,4,49,0,0,,2025-05-08
139,Alex Iafallo,31,WPG,C,8,1,0,1,-2,10,1,0,0,0,0,0,0,9,11.1,143,17:49,4,27,1,5,16.7,2025-05-08
140,Mark Jankowski,30,CAR,C,3,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,34,11:21,3,2,16,13,55.2,2025-05-08
141,Mattias Janmark,32,EDM,C,7,2,1,3,3,8,2,0,0,1,1,0,0,5,40.0,79,11:14,2,8,10,21,32.3,2025-05-08
142,Calle Järnkrok,33,TOR,C,8,0,1,1,-3,2,0,0,0,0,1,0,0,1,0.0,99,12:24,3,13,2,3,40.0,2025-05-08
143,Seth Jarvis,22,CAR,C,6,2,3,5,-1,4,1,1,0,0,0,3,0,14,14.3,133,22:13,5,20,2,11,15.4,2025-05-08
144,Nick Jensen,34,OTT,D,6,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,126,20:56,4,8,0,0,,2025-05-08
145,Marcus Johansson,34,MIN,C,5,0,2,2,0,0,0,0,0,0,2,0,0,5,0.0,70,14:02,3,8,1,2,33.3,2025-05-08
146,Erik Johnson,36,COL,D,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,30,14:49,2,5,0,0,,2025-05-08
147,Wyatt Johnston,21,DAL,C,8,3,4,7,-10,4,1,2,0,1,2,2,0,17,17.6,163,20:21,4,10,47,47,50.0,2025-05-08
148,Seth Jones,30,FLA,D,7,2,2,4,2,2,1,1,0,1,1,1,0,8,25.0,183,26:11,9,14,0,0,,2025-05-08
149,Mathieu Joseph,27,STL,RW,3,1,0,1,1,10,1,0,0,0,0,0,0,6,16.7,41,13:35,8,12,0,0,,2025-05-08
150,Evander Kane,33,EDM,LW,6,2,2,4,0,4,2,0,0,0,2,0,0,17,11.8,101,16:48,4,23,3,3,50.0,2025-05-08
151,Oliver Kapanen,21,MTL,C,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,21,6:56,0,2,8,10,44.4,2025-05-08
152,Kirill Kaprizov,27,MIN,LW,6,5,4,9,-1,4,2,3,0,0,4,0,0,22,22.7,139,23:08,10,6,0,0,,2025-05-08
153,William Karlsson,32,VEG,C,7,1,2,3,2,0,0,0,1,0,0,1,1,11,9.1,122,17:27,5,1,35,33,51.5,2025-05-08
154,Parker Kelly,25,COL,F,7,0,1,1,4,18,0,0,0,0,1,0,0,6,0.0,88,12:38,7,44,1,6,14.3,2025-05-08
155,Adrian Kempe,28,LAK,LW,6,4,6,10,-8,4,4,0,0,0,0,6,0,21,19.0,130,21:44,8,12,4,3,57.1,2025-05-08
156,Joel Kiviranta,28,COL,F,7,0,0,0,0,2,0,0,0,0,0,0,0,9,0.0,71,10:05,2,20,0,0,,2025-05-08
157,Tyler Kleven,23,OTT,D,6,0,2,2,0,6,0,0,0,0,2,0,0,4,0.0,95,15:47,8,16,0,0,,2025-05-08
158,John Klingberg,32,EDM,D,6,0,2,2,3,0,0,0,0,0,2,0,0,11,0.0,117,19:34,12,6,0,0,,2025-05-08
159,Matthew Knies,22,TOR,LW,8,4,1,5,1,4,2,2,0,1,1,0,0,19,21.1,163,20:20,6,15,0,0,,2025-05-08
160,Keegan Kolesar,27,VEG,RW,7,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,83,11:53,4,30,0,1,0.0,2025-05-08
161,Anže Kopitar,37,LAK,C,6,2,7,9,-6,0,1,1,0,0,4,3,0,8,25.0,129,21:29,6,8,80,58,58.0,2025-05-08
162,Kaedan Korczak,24,VEG,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,13:04,1,1,0,0,,2025-05-08
163,Jesperi Kotkaniemi,24,CAR,C,6,0,2,2,2,10,0,0,0,0,1,1,0,10,0.0,93,15:29,7,11,29,38,43.3,2025-05-08
164,Johnathan Kovacevic,27,NJD,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,42,14:00,0,8,0,0,,2025-05-08
165,Nikita Kucherov,31,TBL,RW,5,0,4,4,0,2,0,0,0,0,3,1,0,7,0.0,115,22:59,1,5,0,0,,2025-05-08
166,Brett Kulak,31,EDM,D,7,0,2,2,5,2,0,0,0,0,2,0,0,8,0.0,167,23:50,14,7,0,0,,2025-05-08
167,Dmitry Kulikov,34,FLA,D,7,0,2,2,-3,6,0,0,0,0,2,0,0,4,0.0,121,17:20,7,28,0,0,,2025-05-08
168,Andrei Kuzmenko,28,LAK,F,6,3,3,6,-5,4,0,3,0,1,2,1,0,17,17.6,110,18:15,3,5,0,0,,2025-05-08
169,Jordan Kyrou,26,STL,C,7,3,0,3,-4,0,1,2,0,0,0,0,0,18,16.7,123,17:34,1,6,0,0,,2025-05-08
170,Alex Laferriere,23,LAK,RW,6,0,3,3,1,2,0,0,0,0,3,0,0,10,0.0,110,18:15,4,20,1,6,14.3,2025-05-08
171,Patrik Laine,26,MTL,RW,2,0,1,1,-2,2,0,0,0,0,0,1,0,6,0.0,23,11:42,1,4,0,1,0.0,2025-05-08
172,Gabriel Landeskog,32,COL,LW,5,1,3,4,4,0,1,0,0,0,3,0,0,10,10.0,86,17:13,3,16,4,7,36.4,2025-05-08
173,Scott Laughton,30,TOR,C,8,0,2,2,-1,6,0,0,0,0,2,0,0,3,0.0,112,13:59,7,23,46,36,56.1,2025-05-08
174,Nick Leddy,33,STL,D,7,0,1,1,-4,2,0,0,0,0,1,0,0,1,0.0,99,14:11,3,6,0,0,,2025-05-08
175,Artturi Lehkonen,29,COL,LW,7,3,1,4,3,4,3,0,0,0,1,0,0,21,14.3,135,19:13,5,16,0,0,,2025-05-08
176,Ryan Leonard,20,WSH,RW,6,0,1,1,1,2,0,0,0,0,1,0,0,11,0.0,62,10:21,2,7,0,1,0.0,2025-05-08
177,Trevor Lewis,38,LAK,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,4:10,1,5,0,0,,2025-05-08
178,Esa Lindell,30,DAL,D,8,0,1,1,0,2,0,0,0,0,1,0,0,8,0.0,201,25:06,24,8,0,0,,2025-05-08
179,Ryan Lindgren,26,COL,D,7,0,3,3,5,8,0,0,0,0,3,0,0,8,0.0,130,18:37,12,13,0,0,,2025-05-08
180,Steven Lorentz,28,TOR,C,8,0,1,1,-3,2,0,0,0,0,1,0,0,6,0.0,97,12:11,5,23,6,0,100.0,2025-05-08
181,Adam Lowry,31,WPG,LW,8,3,0,3,0,14,3,0,0,1,0,0,0,15,20.0,148,18:26,4,41,79,71,52.7,2025-05-08
182,Anton Lundell,23,FLA,C,7,3,5,8,6,2,3,0,0,0,5,0,0,13,23.1,111,15:48,4,7,45,43,51.1,2025-05-08
