rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
109,Shayne Gostisbehere,31,CAR,D,5,1,3,4,-1,2,1,0,0,0,0,3,0,6,16.7,102,20:26,6,2,0,0,,2025-05-04
110,Yanni Gourde,33,TBL,C,5,0,1,1,-3,0,0,0,0,0,1,0,0,2,0.0,73,14:31,6,9,5,7,41.7,2025-05-04
111,Mikael Granlund,32,DAL,C,7,1,1,2,0,4,1,0,0,0,0,1,0,8,12.5,127,18:05,8,9,7,6,53.8,2025-05-04
112,A.J. Greer,28,FLA,LW,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,,11,5:39,0,7,0,0,,2025-05-04
113,Ridly Greig,22,OTT,C,6,1,0,1,-1,8,1,0,0,0,0,0,0,9,11.1,108,18:01,2,11,3,4,42.9,2025-05-04
114,Jake Guentzel,30,TBL,C,5,3,3,6,-3,6,1,2,0,0,3,0,0,16,18.8,114,22:45,2,6,10,11,47.6,2025-05-04
115,Kaiden Guhle,23,MTL,D,5,0,0,0,-3,4,0,0,0,0,0,0,0,6,0.0,109,21:48,3,15,0,0,,2025-05-04
116,David Gustafsson,24,WPG,C,4,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,29,7:18,2,2,3,3,50.0,2025-05-04
117,Brandon Hagel,26,TBL,LW,3,0,0,0,-4,5,0,0,0,0,0,0,0,3,0.0,53,17:43,2,5,0,1,0.0,2025-05-04
118,Nicolas Hague,26,VEG,D,6,0,1,1,1,4,0,0,0,0,1,0,0,8,0.0,100,16:44,8,11,0,0,,2025-05-04
119,Taylor Hall,33,CAR,LW,5,1,2,3,-1,0,1,0,0,0,1,1,0,10,10.0,80,15:56,1,2,0,5,0.0,2025-05-04
120,Dougie Hamilton,31,NJD,D,5,0,2,2,-3,6,0,0,0,0,2,0,0,10,0.0,125,25:01,7,11,0,0,,2025-05-04
121,Noah Hanifin,28,VEG,D,6,1,2,3,-3,2,1,0,0,0,2,0,0,17,5.9,139,23:07,12,10,0,0,,2025-05-04
122,Thomas Harley,23,DAL,D,7,2,3,5,-3,2,2,0,0,0,0,3,0,10,20.0,197,28:09,21,11,0,0,,2025-05-04
123,Ryan Hartman,30,MIN,RW,6,2,4,6,1,2,2,0,0,0,3,1,0,18,11.1,105,17:26,11,5,40,46,46.5,2025-05-04
124,Erik Haula,33,NJD,LW,5,0,1,1,-1,2,0,0,0,0,1,0,0,9,0.0,93,18:36,3,20,31,21,59.6,2025-05-04
125,Victor Hedman,34,TBL,D,5,0,3,3,-6,0,0,0,0,0,1,2,0,10,0.0,123,24:32,6,3,0,0,,2025-05-04
126,Emil Heineman,23,MTL,LW,5,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,45,9:04,4,16,1,2,33.3,2025-05-04
127,Samuel Helenius,22,LAK,C,6,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,24,3:58,2,14,6,3,66.7,2025-05-04
128,Adam Henrique,34,EDM,C,6,1,1,2,0,2,1,0,0,0,1,0,0,13,7.7,86,14:16,8,24,41,32,56.2,2025-05-04
129,Tomáš Hertl,31,VEG,C,6,3,2,5,-2,0,3,0,0,0,0,2,0,16,18.8,111,18:34,2,15,53,40,57.0,2025-05-04
130,Matthew Highmore,28,OTT,LW,1,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,9,9:10,1,3,0,0,,2025-05-04
131,Vinnie Hinostroza,30,MIN,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,12,11:57,1,1,0,0,,2025-05-04
132,Roope Hintz,28,DAL,LW,7,4,3,7,-1,8,2,2,0,0,3,0,0,23,17.4,129,18:25,9,7,57,57,50.0,2025-05-04
133,Nico Hischier,26,NJD,C,5,4,0,4,0,0,4,0,0,0,0,0,0,16,25.0,121,24:12,7,11,89,75,54.3,2025-05-04
134,Pontus Holmberg,25,TOR,RW,6,0,1,1,2,0,0,0,0,0,1,0,0,4,0.0,78,12:58,5,6,5,4,55.6,2025-05-04
135,Brett Howden,26,VEG,C,6,3,0,3,1,2,2,1,0,2,0,0,0,10,30.0,76,12:41,5,16,9,15,37.5,2025-05-04
136,Luke Hughes,21,NJD,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,22:20,1,0,0,0,,2025-05-04
137,Lane Hutson,20,MTL,D,5,0,5,5,-5,0,0,0,0,0,2,3,0,5,0.0,124,24:50,2,1,0,0,,2025-05-04
138,Zach Hyman,32,EDM,LW,6,2,3,5,1,4,2,0,0,0,2,1,0,14,14.3,112,18:42,4,43,0,0,,2025-05-04
139,Alex Iafallo,31,WPG,C,6,1,0,1,-4,10,1,0,0,0,0,0,0,8,12.5,104,17:18,4,17,1,5,16.7,2025-05-04
140,Mark Jankowski,30,CAR,C,2,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,28,13:53,3,1,12,10,54.5,2025-05-04
141,Mattias Janmark,32,EDM,C,6,2,1,3,3,8,2,0,0,1,1,0,0,5,40.0,68,11:21,1,7,9,21,30.0,2025-05-04
142,Calle Järnkrok,33,TOR,C,6,0,1,1,-1,2,0,0,0,0,1,0,0,0,,75,12:35,2,11,0,3,0.0,2025-05-04
143,Seth Jarvis,22,CAR,C,5,2,3,5,-1,4,1,1,0,0,0,3,0,11,18.2,114,22:42,5,17,1,11,8.3,2025-05-04
144,Nick Jensen,34,OTT,D,6,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,126,20:56,4,8,0,0,,2025-05-04
145,Marcus Johansson,34,MIN,C,5,0,2,2,0,0,0,0,0,0,2,0,0,5,0.0,70,14:02,3,8,1,2,33.3,2025-05-04
146,Erik Johnson,36,COL,D,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,30,14:49,2,5,0,0,,2025-05-04
147,Wyatt Johnston,21,DAL,C,7,3,4,7,-9,4,1,2,0,1,2,2,0,16,18.8,143,20:26,3,9,39,42,48.1,2025-05-04
148,Seth Jones,30,FLA,D,5,1,1,2,5,2,1,0,0,1,1,0,0,7,14.3,128,25:41,7,11,0,0,,2025-05-04
149,Mathieu Joseph,27,STL,RW,2,0,0,0,0,10,0,0,0,0,0,0,0,3,0.0,23,11:20,3,9,0,0,,2025-05-04
150,Evander Kane,33,EDM,LW,5,2,1,3,-1,4,2,0,0,0,1,0,0,15,13.3,86,17:12,2,18,3,2,60.0,2025-05-04
151,Oliver Kapanen,21,MTL,C,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,21,6:56,0,2,8,10,44.4,2025-05-04
152,Kirill Kaprizov,27,MIN,LW,6,5,4,9,-1,4,2,3,0,0,4,0,0,22,22.7,139,23:08,10,6,0,0,,2025-05-04
153,William Karlsson,32,VEG,C,6,1,1,2,2,0,0,0,1,0,0,0,1,10,10.0,104,17:25,5,0,32,32,50.0,2025-05-04
154,Parker Kelly,25,COL,F,7,0,1,1,4,18,0,0,0,0,1,0,0,6,0.0,88,12:38,7,44,1,6,14.3,2025-05-04
155,Adrian Kempe,28,LAK,LW,6,4,6,10,-8,4,4,0,0,0,0,6,0,21,19.0,130,21:44,8,12,4,3,57.1,2025-05-04
156,Joel Kiviranta,28,COL,F,7,0,0,0,0,2,0,0,0,0,0,0,0,9,0.0,71,10:05,2,20,0,0,,2025-05-04
157,Tyler Kleven,23,OTT,D,6,0,2,2,0,6,0,0,0,0,2,0,0,4,0.0,95,15:47,8,16,0,0,,2025-05-04
158,John Klingberg,32,EDM,D,5,0,2,2,3,0,0,0,0,0,2,0,0,11,0.0,98,19:33,10,5,0,0,,2025-05-04
159,Matthew Knies,22,TOR,LW,6,3,0,3,-2,4,1,2,0,0,0,0,0,14,21.4,120,20:02,4,12,0,0,,2025-05-04
160,Keegan Kolesar,27,VEG,RW,6,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,68,11:20,4,21,0,1,0.0,2025-05-04
161,Anže Kopitar,37,LAK,C,6,2,7,9,-6,0,1,1,0,0,4,3,0,8,25.0,129,21:29,6,8,80,58,58.0,2025-05-04
162,Jesperi Kotkaniemi,24,CAR,C,5,0,1,1,1,10,0,0,0,0,0,1,0,9,0.0,77,15:23,5,9,25,32,43.9,2025-05-04
163,Johnathan Kovacevic,27,NJD,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,42,14:00,0,8,0,0,,2025-05-04
164,Nikita Kucherov,31,TBL,RW,5,0,4,4,0,2,0,0,0,0,3,1,0,7,0.0,115,22:59,1,5,0,0,,2025-05-04
165,Brett Kulak,31,EDM,D,6,0,2,2,5,2,0,0,0,0,2,0,0,8,0.0,145,24:14,12,6,0,0,,2025-05-04
166,Dmitry Kulikov,34,FLA,D,5,0,2,2,0,2,0,0,0,0,2,0,0,3,0.0,88,17:32,6,21,0,0,,2025-05-04
167,Andrei Kuzmenko,28,LAK,F,6,3,3,6,-5,4,0,3,0,1,2,1,0,17,17.6,110,18:15,3,5,0,0,,2025-05-04
168,Jordan Kyrou,26,STL,C,6,2,0,2,-5,0,0,2,0,0,0,0,0,13,15.4,96,16:04,1,5,0,0,,2025-05-04
169,Alex Laferriere,23,LAK,RW,6,0,3,3,1,2,0,0,0,0,3,0,0,10,0.0,110,18:15,4,20,1,6,14.3,2025-05-04
170,Patrik Laine,26,MTL,RW,2,0,1,1,-2,2,0,0,0,0,0,1,0,6,0.0,23,11:42,1,4,0,1,0.0,2025-05-04
171,Gabriel Landeskog,32,COL,LW,5,1,3,4,4,0,1,0,0,0,3,0,0,10,10.0,86,17:13,3,16,4,7,36.4,2025-05-04
172,Scott Laughton,30,TOR,C,6,0,2,2,1,2,0,0,0,0,2,0,0,3,0.0,85,14:10,4,16,31,29,51.7,2025-05-04
173,Nick Leddy,33,STL,D,6,0,1,1,-4,2,0,0,0,0,1,0,0,1,0.0,81,13:32,2,4,0,0,,2025-05-04
174,Artturi Lehkonen,29,COL,LW,7,3,1,4,3,4,3,0,0,0,1,0,0,21,14.3,135,19:13,5,16,0,0,,2025-05-04
175,Ryan Leonard,20,WSH,RW,5,0,1,1,1,2,0,0,0,0,1,0,0,8,0.0,53,10:32,1,7,0,0,,2025-05-04
176,Trevor Lewis,38,LAK,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,4:10,1,5,0,0,,2025-05-04
177,Esa Lindell,30,DAL,D,7,0,1,1,1,2,0,0,0,0,1,0,0,7,0.0,173,24:42,17,6,0,0,,2025-05-04
178,Ryan Lindgren,26,COL,D,7,0,3,3,5,8,0,0,0,0,3,0,0,8,0.0,130,18:37,12,13,0,0,,2025-05-04
179,Steven Lorentz,28,TOR,C,6,0,0,0,-1,2,0,0,0,0,0,0,0,5,0.0,73,12:06,4,17,6,0,100.0,2025-05-04
180,Adam Lowry,31,WPG,LW,6,2,0,2,-3,14,2,0,0,0,0,0,0,10,20.0,101,16:47,1,25,57,45,55.9,2025-05-04
181,Anton Lundell,23,FLA,C,5,2,3,5,3,2,2,0,0,0,3,0,0,10,20.0,82,16:18,4,4,29,27,51.8,2025-05-04
182,Eetu Luostarinen,26,FLA,C,5,1,4,5,6,2,1,0,0,0,4,0,0,5,20.0,80,16:00,6,20,3,5,37.5,2025-05-04
