rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
59,Charlie Coyle,32,COL,C,7,1,0,1,-4,2,1,0,0,0,0,0,0,7,14.3,90,12:50,3,23,46,34,57.5,2025-05-18
60,Dylan Cozens,23,OTT,C,6,1,1,2,-2,12,0,0,1,0,1,0,0,13,7.7,100,16:36,1,27,26,32,44.8,2025-05-18
61,Evgenii Dadonov,35,DAL,RW,13,1,3,4,0,2,1,0,0,0,3,0,0,15,6.7,153,11:47,6,16,0,0,,2025-05-18
62,Phillip Danault,31,LAK,C,6,2,6,8,2,0,2,0,0,1,4,2,0,9,22.2,124,20:39,12,13,64,57,52.9,2025-05-18
63,Dylan DeMelo,31,WPG,D,12,1,3,4,-1,10,1,0,0,0,3,0,0,18,5.6,262,21:52,14,24,0,0,,2025-05-18
64,Ivan Demidov,19,MTL,RW,5,0,2,2,-5,0,0,0,0,0,0,2,0,2,0.0,72,14:29,2,8,0,0,,2025-05-18
65,Brenden Dillon,34,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:53,0,4,0,0,,2025-05-18
66,Max Domi,29,TOR,LW,12,2,4,6,1,33,2,0,0,1,3,1,0,18,11.1,155,12:56,1,14,55,41,57.3,2025-05-18
67,Pavel Dorofeyev,24,VEG,LW,8,1,1,2,-7,2,0,1,0,0,0,1,0,27,3.7,139,17:26,3,6,0,1,0.0,2025-05-18
68,Drew Doughty,35,LAK,D,6,1,3,4,-7,6,0,1,0,0,3,0,0,10,10.0,163,27:12,7,12,0,0,,2025-05-18
69,Nic Dowd,34,WSH,C,10,0,1,1,-3,8,0,0,0,0,1,0,0,10,0.0,151,15:08,22,23,78,79,49.7,2025-05-18
70,Justin Dowling,34,NJD,C,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,56,11:15,1,12,22,26,45.8,2025-05-18
71,Leon Draisaitl,29,EDM,C,11,5,11,16,8,2,4,1,0,2,8,3,0,33,15.2,252,22:52,9,12,98,84,53.8,2025-05-18
72,Jonathan Drouin,29,COL,LW,7,0,3,3,-6,0,0,0,0,0,0,3,0,9,0.0,102,14:37,4,5,4,3,57.1,2025-05-18
73,Jack Drury,24,COL,C,7,1,1,2,2,4,1,0,0,0,1,0,0,9,11.1,90,12:54,4,8,38,23,62.3,2025-05-18
74,Pierre-Luc Dubois,26,WSH,LW,10,0,3,3,3,12,0,0,0,0,3,0,0,13,0.0,171,17:03,7,22,79,66,54.5,2025-05-18
75,Matt Duchene,34,DAL,C,13,0,5,5,-9,6,0,0,0,0,0,5,0,17,0.0,221,16:59,11,11,57,32,64.0,2025-05-18
76,Brandon Duhaime,27,WSH,RW,10,3,1,4,-4,10,3,0,0,0,1,0,0,11,27.3,142,14:10,16,40,1,4,20.0,2025-05-18
77,Brian Dumoulin,33,NJD,D,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,147,29:21,14,14,0,0,,2025-05-18
78,Christian Dvorak,28,MTL,C,5,2,0,2,-1,4,2,0,0,1,0,0,0,7,28.6,82,16:22,5,5,40,39,50.6,2025-05-18
79,Joel Edmundson,31,LAK,D,6,0,1,1,2,2,0,0,0,0,1,0,0,2,0.0,139,23:14,17,16,0,0,,2025-05-18
80,Nikolaj Ehlers,28,WPG,LW,8,5,2,7,1,4,4,1,0,0,1,1,0,31,16.1,138,17:17,4,12,0,0,,2025-05-18
81,Jack Eichel,28,VEG,C,11,1,9,10,-8,0,1,0,0,0,4,4,1,30,3.3,255,23:08,12,16,90,102,46.9,2025-05-18
82,Aaron Ekblad,28,FLA,D,7,2,4,6,0,24,2,0,0,0,3,1,0,19,10.5,155,22:11,7,21,0,0,,2025-05-18
83,Oliver Ekman-Larsson,33,TOR,D,12,2,2,4,1,8,2,0,0,0,2,0,0,12,16.7,230,19:08,15,17,0,0,,2025-05-18
84,Lars Eller,35,WSH,C,9,0,1,1,-1,2,0,0,0,0,1,0,0,3,0.0,97,10:45,3,13,36,35,50.7,2025-05-18
85,Ty Emberson,24,EDM,D,9,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,85,9:29,4,14,0,0,,2025-05-18
86,Joel Eriksson Ek,28,MIN,C,6,0,3,3,0,4,0,0,0,0,2,1,0,19,0.0,132,22:00,10,8,82,71,53.6,2025-05-18
87,Jake Evans,28,MTL,C,5,0,1,1,0,2,0,0,0,0,1,0,0,4,0.0,78,15:30,2,11,36,30,54.5,2025-05-18
88,Brock Faber,22,MIN,D,6,0,0,0,2,2,0,0,0,0,0,0,0,4,0.0,162,27:04,12,4,0,0,,2025-05-18
89,Radek Faksa,31,STL,C,7,1,4,5,7,2,1,0,0,0,4,0,0,2,50.0,106,15:06,5,21,53,41,56.4,2025-05-18
90,Justin Faulk,32,STL,D,7,1,2,3,3,8,1,0,0,0,1,1,0,12,8.3,166,23:43,13,19,0,0,,2025-05-18
91,Kevin Fiala,28,LAK,LW,6,3,4,7,0,2,1,2,0,0,2,2,0,25,12.0,131,21:53,5,20,0,0,,2025-05-18
92,Haydn Fleury,28,WPG,D,8,0,2,2,2,8,0,0,0,0,2,0,0,3,0.0,122,15:16,10,16,0,0,,2025-05-18
93,Warren Foegele,28,LAK,LW,6,1,2,3,1,0,1,0,0,0,1,1,0,25,4.0,112,18:41,5,19,2,3,40.0,2025-05-18
94,Marcus Foligno,33,MIN,LW,6,3,1,4,4,6,2,0,1,0,1,0,0,10,30.0,96,16:04,3,42,1,4,20.0,2025-05-18
95,Gustav Forsling,28,FLA,D,11,0,2,2,2,4,0,0,0,0,2,0,0,17,0.0,250,22:42,20,10,0,0,,2025-05-18
96,Cam Fowler,33,STL,D,7,2,8,10,2,0,2,0,0,1,3,5,0,12,16.7,163,23:17,9,2,0,0,,2025-05-18
97,Trent Frederic,26,EDM,C,11,1,2,3,0,9,1,0,0,1,2,0,0,10,10.0,119,10:47,8,36,8,2,80.0,2025-05-18
98,Jonah Gadjovich,26,FLA,LW,4,1,1,2,2,0,1,0,0,0,1,0,0,5,20.0,27,6:44,1,23,0,0,,2025-05-18
99,Brendan Gallagher,32,MTL,RW,5,0,2,2,-7,0,0,0,0,0,1,1,0,13,0.0,78,15:37,1,16,0,1,0.0,2025-05-18
100,Adam Gaudette,28,OTT,C,6,1,2,3,2,4,1,0,0,0,1,0,1,4,25.0,56,9:17,5,9,9,17,34.6,2025-05-18
101,Frédérick Gaudreau,31,MIN,C,6,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,87,14:27,6,8,22,34,39.3,2025-05-18
102,Vladislav Gavrikov,29,LAK,D,6,0,2,2,-1,2,0,0,0,0,2,0,0,5,0.0,126,21:00,10,4,0,0,,2025-05-18
103,Conor Geekie,20,TBL,C,4,0,1,1,0,2,0,0,0,0,1,0,0,3,0.0,49,12:22,3,8,1,1,50.0,2025-05-18
104,Samuel Girard,26,COL,D,7,1,2,3,2,0,1,0,0,0,2,0,0,7,14.3,123,17:38,8,9,0,0,,2025-05-18
105,Zemgus Girgensons,31,TBL,C,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,55,10:56,0,13,2,5,28.6,2025-05-18
106,Claude Giroux,37,OTT,C,6,1,4,5,3,0,0,1,0,0,3,1,0,7,14.3,105,17:30,1,7,29,35,45.3,2025-05-18
107,Cody Glass,25,NJD,C,5,0,0,0,-2,2,0,0,0,0,0,0,0,6,0.0,70,14:06,4,9,27,25,51.9,2025-05-18
108,Luke Glendening,35,TBL,C,5,1,1,2,2,0,1,0,0,0,1,0,0,1,100.0,49,9:43,5,13,31,27,53.4,2025-05-18
109,Gage Goncalves,24,TBL,C,5,1,3,4,-2,2,1,0,0,0,3,0,0,4,25.0,85,16:54,4,15,1,0,100.0,2025-05-18
110,Shayne Gostisbehere,31,CAR,D,10,3,4,7,-5,2,2,1,0,0,0,4,0,17,17.6,194,19:26,11,7,0,0,,2025-05-18
111,Yanni Gourde,33,TBL,C,5,0,1,1,-3,0,0,0,0,0,1,0,0,2,0.0,73,14:31,6,9,5,7,41.7,2025-05-18
112,Mikael Granlund,32,DAL,C,13,4,3,7,1,4,2,2,0,1,2,1,0,20,20.0,231,17:45,10,23,14,12,53.8,2025-05-18
113,A.J. Greer,28,FLA,LW,7,1,0,1,-2,6,1,0,0,0,0,0,0,4,25.0,47,6:45,3,23,3,3,50.0,2025-05-18
114,Ridly Greig,22,OTT,C,6,1,0,1,-1,8,1,0,0,0,0,0,0,9,11.1,108,18:01,2,11,3,4,42.9,2025-05-18
115,Jake Guentzel,30,TBL,C,5,3,3,6,-3,6,1,2,0,0,3,0,0,16,18.8,114,22:45,2,6,10,11,47.6,2025-05-18
116,Kaiden Guhle,23,MTL,D,5,0,0,0,-3,4,0,0,0,0,0,0,0,6,0.0,109,21:48,3,15,0,0,,2025-05-18
117,David Gustafsson,24,WPG,C,4,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,29,7:18,2,2,3,3,50.0,2025-05-18
118,Brandon Hagel,26,TBL,LW,3,0,0,0,-4,5,0,0,0,0,0,0,0,3,0.0,53,17:43,2,5,0,1,0.0,2025-05-18
119,Nicolas Hague,26,VEG,D,11,0,2,2,-2,9,0,0,0,0,2,0,0,11,0.0,178,16:13,18,22,0,0,,2025-05-18
120,Taylor Hall,33,CAR,LW,10,2,4,6,-1,2,2,0,0,1,2,2,0,24,8.3,154,15:22,3,10,0,5,0.0,2025-05-18
121,Dougie Hamilton,31,NJD,D,5,0,2,2,-3,6,0,0,0,0,2,0,0,10,0.0,125,25:01,7,11,0,0,,2025-05-18
122,Noah Hanifin,28,VEG,D,11,1,4,5,1,2,1,0,0,0,4,0,0,26,3.8,254,23:03,21,18,0,0,,2025-05-18
123,Thomas Harley,23,DAL,D,13,4,7,11,-5,4,3,1,0,1,2,5,0,24,16.7,346,26:37,29,18,0,0,,2025-05-18
124,Ryan Hartman,30,MIN,RW,6,2,4,6,1,2,2,0,0,0,3,1,0,18,11.1,105,17:26,11,5,40,46,46.5,2025-05-18
125,Erik Haula,33,NJD,LW,5,0,1,1,-1,2,0,0,0,0,1,0,0,9,0.0,93,18:36,3,20,31,21,59.6,2025-05-18
126,Victor Hedman,34,TBL,D,5,0,3,3,-6,0,0,0,0,0,1,2,0,10,0.0,123,24:32,6,3,0,0,,2025-05-18
127,Emil Heineman,23,MTL,LW,5,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,45,9:04,4,16,1,2,33.3,2025-05-18
128,Miro Heiskanen,25,DAL,D,3,0,2,2,-1,0,0,0,0,0,1,1,0,6,0.0,57,19:02,0,4,0,0,,2025-05-18
129,Samuel Helenius,22,LAK,C,6,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,24,3:58,2,14,6,3,66.7,2025-05-18
130,Adam Henrique,34,EDM,C,11,3,1,4,1,4,3,0,0,1,1,0,0,21,14.3,164,14:52,17,32,86,60,58.9,2025-05-18
131,Tomáš Hertl,31,VEG,C,11,3,2,5,-3,0,3,0,0,0,0,2,0,28,10.7,201,18:17,4,35,78,83,48.4,2025-05-18
132,Matthew Highmore,28,OTT,LW,1,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,9,9:10,1,3,0,0,,2025-05-18
133,Vinnie Hinostroza,30,MIN,C,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,12,11:57,1,1,0,0,,2025-05-18
134,Roope Hintz,28,DAL,LW,13,5,5,10,0,10,2,3,0,0,4,1,0,33,15.2,239,18:21,14,10,101,100,50.2,2025-05-18
135,Nico Hischier,26,NJD,C,5,4,0,4,0,0,4,0,0,0,0,0,0,16,25.0,121,24:12,7,11,89,75,54.3,2025-05-18
136,Pontus Holmberg,25,TOR,RW,11,0,1,1,-1,4,0,0,0,0,1,0,0,11,0.0,139,12:39,6,14,5,5,50.0,2025-05-18
137,Brett Howden,26,VEG,C,11,3,0,3,-2,4,2,1,0,2,0,0,0,15,20.0,152,13:50,7,36,23,22,51.1,2025-05-18
138,Luke Hughes,21,NJD,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,22:20,1,0,0,0,,2025-05-18
139,Lane Hutson,20,MTL,D,5,0,5,5,-5,0,0,0,0,0,2,3,0,5,0.0,124,24:50,2,1,0,0,,2025-05-18
140,Zach Hyman,32,EDM,LW,11,3,5,8,5,6,3,0,0,1,4,1,0,20,15.0,206,18:46,6,78,0,0,,2025-05-18
141,Alex Iafallo,31,WPG,C,13,1,1,2,-4,10,1,0,0,0,0,1,0,17,5.9,209,16:07,9,46,2,10,16.7,2025-05-18
142,Mark Jankowski,30,CAR,C,3,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,34,11:21,3,2,16,13,55.2,2025-05-18
143,Mattias Janmark,32,EDM,C,11,2,1,3,3,10,2,0,0,1,1,0,0,9,22.2,124,11:15,4,10,15,35,30.0,2025-05-18
144,Calle Järnkrok,33,TOR,C,11,0,1,1,-3,2,0,0,0,0,1,0,0,3,0.0,137,12:29,4,19,2,4,33.3,2025-05-18
145,Seth Jarvis,22,CAR,C,10,4,6,10,2,6,3,1,0,0,1,5,0,26,15.4,206,20:34,8,35,5,15,25.0,2025-05-18
146,Nick Jensen,34,OTT,D,6,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,126,20:56,4,8,0,0,,2025-05-18
147,Marcus Johansson,34,MIN,C,5,0,2,2,0,0,0,0,0,0,2,0,0,5,0.0,70,14:02,3,8,1,2,33.3,2025-05-18
148,Erik Johnson,36,COL,D,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,30,14:49,2,5,0,0,,2025-05-18
149,Wyatt Johnston,21,DAL,C,13,4,4,8,-13,6,2,2,0,1,2,2,0,28,14.3,253,19:28,6,25,71,77,48.0,2025-05-18
150,Seth Jones,30,FLA,D,11,2,2,4,4,2,1,1,0,1,1,1,0,13,15.4,285,25:56,13,27,0,0,,2025-05-18
151,Mathieu Joseph,27,STL,RW,3,1,0,1,1,10,1,0,0,0,0,0,0,6,16.7,41,13:35,8,12,0,0,,2025-05-18
152,David Kämpf,30,TOR,C,1,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,13,12:37,0,3,4,7,36.4,2025-05-18
153,Evander Kane,33,EDM,LW,10,4,3,7,3,10,4,0,0,0,3,0,0,27,14.8,167,16:40,6,43,6,5,54.5,2025-05-18
154,Kasperi Kapanen,28,EDM,RW,2,1,0,1,1,2,1,0,0,1,0,0,0,8,12.5,29,14:41,1,8,0,0,,2025-05-18
155,Oliver Kapanen,21,MTL,C,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,21,6:56,0,2,8,10,44.4,2025-05-18
156,Kirill Kaprizov,27,MIN,LW,6,5,4,9,-1,4,2,3,0,0,4,0,0,22,22.7,139,23:08,10,6,0,0,,2025-05-18
157,William Karlsson,32,VEG,C,11,3,3,6,5,0,2,0,1,0,1,1,1,17,17.6,204,18:34,8,2,63,57,52.5,2025-05-18
158,Parker Kelly,25,COL,F,7,0,1,1,4,18,0,0,0,0,1,0,0,6,0.0,88,12:38,7,44,1,6,14.3,2025-05-18
159,Adrian Kempe,28,LAK,LW,6,4,6,10,-8,4,4,0,0,0,0,6,0,21,19.0,130,21:44,8,12,4,3,57.1,2025-05-18
160,Joel Kiviranta,28,COL,F,7,0,0,0,0,2,0,0,0,0,0,0,0,9,0.0,71,10:05,2,20,0,0,,2025-05-18
161,Tyler Kleven,23,OTT,D,6,0,2,2,0,6,0,0,0,0,2,0,0,4,0.0,95,15:47,8,16,0,0,,2025-05-18
162,John Klingberg,32,EDM,D,10,0,3,3,5,0,0,0,0,0,3,0,0,13,0.0,192,19:14,18,12,0,0,,2025-05-18
163,Matthew Knies,22,TOR,LW,12,5,2,7,-1,6,3,2,0,1,2,0,0,29,17.2,242,20:11,7,31,0,0,,2025-05-18
164,Keegan Kolesar,27,VEG,RW,11,0,1,1,-2,6,0,0,0,0,1,0,0,7,0.0,125,11:21,5,53,1,1,50.0,2025-05-18
165,Anže Kopitar,37,LAK,C,6,2,7,9,-6,0,1,1,0,0,4,3,0,8,25.0,129,21:29,6,8,80,58,58.0,2025-05-18
166,Kaedan Korczak,24,VEG,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,13:04,1,1,0,0,,2025-05-18
167,Jesperi Kotkaniemi,24,CAR,C,10,0,3,3,2,10,0,0,0,0,2,1,0,14,0.0,141,14:04,8,21,47,58,44.8,2025-05-18
168,Johnathan Kovacevic,27,NJD,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,42,14:00,0,8,0,0,,2025-05-18
169,Nikita Kucherov,31,TBL,RW,5,0,4,4,0,2,0,0,0,0,3,1,0,7,0.0,115,22:59,1,5,0,0,,2025-05-18
170,Brett Kulak,31,EDM,D,11,0,2,2,3,2,0,0,0,0,2,0,0,13,0.0,267,24:15,21,10,0,0,,2025-05-18
171,Dmitry Kulikov,34,FLA,D,11,1,3,4,0,8,1,0,0,1,3,0,0,9,11.1,180,16:23,8,38,0,0,,2025-05-18
172,Andrei Kuzmenko,28,LAK,F,6,3,3,6,-5,4,0,3,0,1,2,1,0,17,17.6,110,18:15,3,5,0,0,,2025-05-18
173,Jordan Kyrou,26,STL,C,7,3,0,3,-4,0,1,2,0,0,0,0,0,18,16.7,123,17:34,1,6,0,0,,2025-05-18
174,Alex Laferriere,23,LAK,RW,6,0,3,3,1,2,0,0,0,0,3,0,0,10,0.0,110,18:15,4,20,1,6,14.3,2025-05-18
175,Patrik Laine,26,MTL,RW,2,0,1,1,-2,2,0,0,0,0,0,1,0,6,0.0,23,11:42,1,4,0,1,0.0,2025-05-18
176,Gabriel Landeskog,32,COL,LW,5,1,3,4,4,0,1,0,0,0,3,0,0,10,10.0,86,17:13,3,16,4,7,36.4,2025-05-18
177,Scott Laughton,30,TOR,C,12,0,2,2,-3,8,0,0,0,0,2,0,0,5,0.0,167,13:53,11,37,64,49,56.6,2025-05-18
178,Nick Leddy,33,STL,D,7,0,1,1,-4,2,0,0,0,0,1,0,0,1,0.0,99,14:11,3,6,0,0,,2025-05-18
179,Artturi Lehkonen,29,COL,LW,7,3,1,4,3,4,3,0,0,0,1,0,0,21,14.3,135,19:13,5,16,0,0,,2025-05-18
180,Ryan Leonard,20,WSH,RW,8,0,1,1,1,2,0,0,0,0,1,0,0,12,0.0,81,10:09,4,11,0,1,0.0,2025-05-18
181,Trevor Lewis,38,LAK,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,4:10,1,5,0,0,,2025-05-18
182,Esa Lindell,30,DAL,D,13,0,1,1,0,4,0,0,0,0,1,0,0,15,0.0,316,24:19,36,9,0,0,,2025-05-18
